part_component_id,record_type,part_number,manufacturer,part_name,subsystem,category,new_price_estimate,interchange_group_id,vessel_id,serial_number,installed_at,removed_at,component_hours,condition_grade,notes
pinst_da2194703f34,installed_component,MACERATOR_PUMP,Jabsco,Macerator Pump,AUX,pump,290,MACERATOR,ves_6590f1f4d54f,2QKUUGRF7L,2019-09-08,,375,B,
pinst_a1dbf78610d6,installed_component,HELM_PUMP_HYD,SeaStar,Hydraulic Helm Pump,STEERING,helm,510,HELM_HYD,ves_6590f1f4d54f,PNXH7TNJG9,2019-02-05,,342,D,
pinst_210a8813ecae,installed_component,HYD_STEERING_CYL,SeaStar,Hydraulic Steering Cylinder,STEERING,cylinder,620,STEER_CYL,ves_6590f1f4d54f,19WQZKNGH0,2020-02-19,,515,C,
pinst_12c8b3410307,installed_component,HULL_STRINGER_SET,MarineCo,Stringer Set,HULL,stringer,2800,STRINGER_SET,ves_6590f1f4d54f,GD7USYHMMI,2023-09-09,,,C,
pinst_f6cbb067f211,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_6590f1f4d54f,81AK00A7L0,2020-06-05,,,C,
pinst_6bcad1a89047,installed_component,HULL_CORE_PANEL,MarineCo,Composite Core Panel,HULL,core_panel,450,CORE_PANEL,ves_6590f1f4d54f,USY3SX4S1X,2024-11-14,,,D,
pinst_f069f6599f9e,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_6590f1f4d54f,UURA2I4XKT,2019-05-22,,476,C,
pinst_597f4922b08a,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_6590f1f4d54f,0PSPFZNPZU,2022-07-02,,494,B,
pinst_ee6398883fa8,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_6590f1f4d54f,7RI36G9FUY,2025-06-22,,371,C,
pinst_2447ff55a1c9,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_6590f1f4d54f,HV4OTQMFER,2024-06-21,,470,C,
pinst_ab0b1c14de29,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_6590f1f4d54f,A6NXS82GVS,2020-01-05,,403,C,
pinst_3f7bf39d2aed,installed_component,HEAT_EXCHANGER_MID,Sierra,Mid-size Heat Exchanger,ENGINE,heat_exchanger,1100,HX_MID,ves_6590f1f4d54f,291CVBPA4Y,2021-06-09,,525,C,
pinst_3b3f6edc0eb2,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_6590f1f4d54f,RPR8UNQXWX,2025-07-12,,473,B,
pinst_1a877a928bfa,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_6590f1f4d54f,8YPMH4NZNF,2020-06-01,,486,B,
pinst_86cae35d2d96,installed_component,FUEL_PUMP_HP,OEM,High Pressure Fuel Pump,FUEL,pump,460,FUEL_PUMP_HP,ves_6590f1f4d54f,YQN3BS8Z9B,2022-10-12,,383,B,
pinst_d2596e7ac843,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_6590f1f4d54f,G7HJSZC1YL,2022-01-08,,,B,
pinst_f4cc2bd6e925,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_6590f1f4d54f,3VRAQ6CGPY,2023-08-15,,,B,
pinst_fb32e1558849,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_a461f1e5eef8,FSUCHXA20L,2020-06-08,,,B,
pinst_47c319e7e8fd,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_a461f1e5eef8,YK5KNAKSQ8,2021-01-05,,,B,
pinst_3d860f2a6383,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_a461f1e5eef8,TG74HFTX9D,2018-01-14,,,C,
pinst_852b412bbd9d,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_a461f1e5eef8,ACMKLIVO0V,2018-04-15,,,C,
pinst_361ed6c2d9d9,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_a461f1e5eef8,CWBNCAXQTA,2023-01-21,,644,B,
pinst_25c8b823ce6f,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_a461f1e5eef8,CSM1CUUZ90,2022-12-22,,822,C,
pinst_af9afbb94017,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_a461f1e5eef8,X35V82W60I,2021-03-04,,636,B,
pinst_6f9eff8c5c70,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_a461f1e5eef8,ASSBNJYTKN,2018-08-11,,779,C,
pinst_e705a2e21370,installed_component,RADAR_DOME_18,Garmin,18in Radar Dome,NAV,radar,1650,RADAR_18,ves_a461f1e5eef8,5HKVPN85Z0,2025-02-12,,539,B,
pinst_0ca28682bc35,installed_component,HELM_PUMP_HYD,SeaStar,Hydraulic Helm Pump,STEERING,helm,510,HELM_HYD,ves_a461f1e5eef8,WNGLPB7398,2025-12-22,,615,C,
pinst_c8c4a100a521,installed_component,HYD_STEERING_CYL,SeaStar,Hydraulic Steering Cylinder,STEERING,cylinder,620,STEER_CYL,ves_a461f1e5eef8,54H48FHPZR,2022-09-06,,687,C,
pinst_82204a1e6f79,installed_component,HULL_STRINGER_SET,MarineCo,Stringer Set,HULL,stringer,2800,STRINGER_SET,ves_a461f1e5eef8,2QNQYM17AU,2024-09-09,,,C,
pinst_9670f17c938a,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_a461f1e5eef8,074CHGDSGW,2020-12-02,,,C,
pinst_37e92126ca59,installed_component,HULL_CORE_PANEL,MarineCo,Composite Core Panel,HULL,core_panel,450,CORE_PANEL,ves_a461f1e5eef8,RUCMKYHXKT,2018-06-10,,,C,
pinst_bfebf2ac1a63,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_a461f1e5eef8,FBA3M0Q7GG,2018-05-23,,634,C,
pinst_9a0071b901e7,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_a461f1e5eef8,6Q0TCJAY0D,2023-09-26,,837,C,
pinst_1d04d3c6ba14,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_a461f1e5eef8,44J9IZGUDP,2025-04-06,,704,D,
pinst_c5eccb22da5d,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_a461f1e5eef8,4F95OQZJE7,2024-08-04,,603,B,
pinst_878840f0b1f8,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_a461f1e5eef8,FB7PHJTJA4,2019-02-05,,720,D,
pinst_0049bdbdd7a7,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_a461f1e5eef8,PKSG388I5X,2020-10-10,,859,C,
pinst_7f121bf7bd22,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_a461f1e5eef8,DTKHYJ13I5,2023-02-05,,850,B,
pinst_36e6d7c0c40b,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_a461f1e5eef8,XP108G1U8T,2022-05-25,,591,C,
pinst_0b320ff7d921,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_a461f1e5eef8,LPIG067YLS,2018-07-27,,642,C,
pinst_64fe6faffa87,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_a461f1e5eef8,K8FCE696O2,2025-08-06,,773,C,
pinst_0a55d6efd621,installed_component,WINDOW_HATCH_20IN,Lewmar,20in Hatch,HULL,hatch,520,HATCH_20,ves_a461f1e5eef8,DJLXQ2QHDZ,2018-03-13,,,A,
pinst_6c899863c28b,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_a461f1e5eef8,G5A17DTZMP,2021-11-01,,,B,
pinst_249c14d49de6,installed_component,CHARGER_20A,ProMariner,20A Charger,ELECTRICAL,charger,330,CHARGER_20,ves_a461f1e5eef8,97A20HLO2F,2021-01-18,,,C,
pinst_f98406c60f26,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_edf7dfc4d896,44IJE7K3OG,2016-06-20,,,B,
pinst_a971202104cb,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_edf7dfc4d896,CK9532DJ9W,2015-05-17,,,B,
pinst_fbfa53cb608b,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_edf7dfc4d896,LBQGCLWUE1,2015-09-20,,,C,
pinst_38be3afb0277,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_edf7dfc4d896,ZKJ0VQ41OK,2010-07-25,,,C,
pinst_869fe0712b6e,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_edf7dfc4d896,WOFY5A2N39,2019-08-07,,273,C,
pinst_582bac135881,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_edf7dfc4d896,NG7U590NUV,2016-01-07,,216,C,
pinst_2ba58a5b05db,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_edf7dfc4d896,7GTSESQR9U,2017-05-22,,178,B,
pinst_3848ad594f8e,installed_component,RADAR_DOME_18,Garmin,18in Radar Dome,NAV,radar,1650,RADAR_18,ves_edf7dfc4d896,1S0HOEBJNQ,2016-05-19,,217,C,
pinst_892d81443620,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_edf7dfc4d896,M5M7RX7S93,2014-08-17,,227,C,
pinst_e7d4c3f96982,installed_component,AUTOPILOT_PUMP,Garmin,Autopilot Pump,NAV,autopilot,890,AP_PUMP,ves_edf7dfc4d896,XSJT1G0OE9,2010-05-02,,208,C,
pinst_09037f9c0d3e,installed_component,WATER_PUMP_5GPM,Shurflo,5 GPM Water Pump,AUX,pump,145,FW_PUMP_5,ves_edf7dfc4d896,YKZFUP88EL,2011-03-25,,227,B,
pinst_5db39cc5df28,installed_component,SANITATION_HOSE_10FT,Trident,Sanitation Hose 10ft,AUX,hose,135,SAN_HOSE,ves_edf7dfc4d896,Y7V3QPTXO2,2014-01-04,,233,C,
pinst_7b9cd5c49ce1,installed_component,MACERATOR_PUMP,Jabsco,Macerator Pump,AUX,pump,290,MACERATOR,ves_edf7dfc4d896,5NP9967IM0,2011-03-15,,231,C,
pinst_5c34150d0a88,installed_component,AC_RAW_WATER_PUMP,March,AC Raw Water Pump,AUX,pump,390,AC_WPUMP,ves_edf7dfc4d896,MFB59I4WTA,2018-02-05,,286,C,
pinst_db13ef775173,installed_component,HELM_PUMP_HYD,SeaStar,Hydraulic Helm Pump,STEERING,helm,510,HELM_HYD,ves_edf7dfc4d896,1LAYXZMMRY,2013-07-09,,283,B,
pinst_33935863931b,installed_component,HYD_STEERING_CYL,SeaStar,Hydraulic Steering Cylinder,STEERING,cylinder,620,STEER_CYL,ves_edf7dfc4d896,MZL1CNHSB4,2013-04-07,,282,C,
pinst_6f6a9f41d196,installed_component,HULL_STRINGER_SET,MarineCo,Stringer Set,HULL,stringer,2800,STRINGER_SET,ves_edf7dfc4d896,Z9TU4AOTYC,2011-07-20,,,C,
pinst_e8d0e12d92a8,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_edf7dfc4d896,RTJBXDP5CC,2009-02-25,,,C,
pinst_25173f47d063,installed_component,HULL_CORE_PANEL,MarineCo,Composite Core Panel,HULL,core_panel,450,CORE_PANEL,ves_edf7dfc4d896,B1W62O22X5,2013-11-28,,,D,
pinst_870b7cd3ec2e,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_edf7dfc4d896,2BOOTDJ4DK,2012-03-12,,239,C,
pinst_5cadba7d5570,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_edf7dfc4d896,9UL8I1IGGF,2019-11-09,,238,B,
pinst_109cca25858b,installed_component,SHAFT_1_25_SS,Aquamet,1.25in SS Prop Shaft,PROPULSION,shaft,1650,SHAFT_125,ves_edf7dfc4d896,9YAPJ9PXGA,2015-04-27,,182,D,
pinst_b327dcd3758f,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_edf7dfc4d896,FY17996TIJ,2019-12-07,,254,B,
pinst_896321df3aa1,installed_component,ENG_LONG_BLOCK_V8,OEM,V8 Marine Long Block,ENGINE,long_block,15800,LBV8,ves_edf7dfc4d896,BQRX3DGCGA,2012-08-27,,259,C,
pinst_4a3135274ca7,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_edf7dfc4d896,PJEPJQ9PJ0,2015-05-23,,184,B,
pinst_d19e0c8b2e6c,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_edf7dfc4d896,C7PEANVF7I,2016-09-16,,213,C,
pinst_a7acd4cbd312,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_edf7dfc4d896,KUV5A9SAKM,2016-12-05,,242,C,
pinst_2d65954efa6c,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_edf7dfc4d896,U09SI7N9X7,2009-05-14,,264,C,
pinst_a539fb70b47a,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_edf7dfc4d896,OHDLX37R95,2014-05-27,,212,C,
pinst_52735cb54005,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_edf7dfc4d896,H709GMC8T4,2013-04-14,,,C,
pinst_0290576045fb,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_649cb2727b29,KAWPV6EPS4,2023-05-11,,,A,
pinst_9b87674b47bf,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_649cb2727b29,BYW1INVK5P,2020-05-09,,,A,
pinst_abedcd24c576,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_649cb2727b29,E9HV5EAM8F,2025-05-12,,,C,
pinst_58ceb94f2a3e,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_649cb2727b29,YZ5U7KB7AK,2024-05-17,,,C,
pinst_b071721340e3,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_649cb2727b29,N3SIK61XHZ,2020-04-20,,1615,B,
pinst_6a3391f9b460,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_649cb2727b29,LBJ44XYLQQ,2024-09-17,,1290,B,
pinst_46191dc3b55a,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_649cb2727b29,LU0M0UY300,2021-02-27,,1125,B,
pinst_52ef9b4b329e,installed_component,RADAR_DOME_18,Garmin,18in Radar Dome,NAV,radar,1650,RADAR_18,ves_649cb2727b29,QP1LBF7W3F,2020-01-24,,1226,B,
pinst_b45594b4179e,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_649cb2727b29,ANFSG1LXVP,2020-05-15,,1430,B,
pinst_c04a29166602,installed_component,AUTOPILOT_PUMP,Garmin,Autopilot Pump,NAV,autopilot,890,AP_PUMP,ves_649cb2727b29,NXGQ9N2QVQ,2025-07-24,,1308,B,
pinst_593d7e2c4f43,installed_component,WATER_PUMP_5GPM,Shurflo,5 GPM Water Pump,AUX,pump,145,FW_PUMP_5,ves_649cb2727b29,N4ISK30GSW,2020-02-11,,1067,B,
pinst_db5a05388ff6,installed_component,SANITATION_HOSE_10FT,Trident,Sanitation Hose 10ft,AUX,hose,135,SAN_HOSE,ves_649cb2727b29,GR22SOWR4W,2024-08-15,,1400,C,
pinst_6919bfa2e882,installed_component,MACERATOR_PUMP,Jabsco,Macerator Pump,AUX,pump,290,MACERATOR,ves_649cb2727b29,DK66NA7UP6,2025-10-09,,1196,B,
pinst_52e82ffe9800,installed_component,AC_RAW_WATER_PUMP,March,AC Raw Water Pump,AUX,pump,390,AC_WPUMP,ves_649cb2727b29,M9DTEAHZD0,2020-10-03,,1624,C,
pinst_a50abcfd3786,installed_component,HELM_PUMP_HYD,SeaStar,Hydraulic Helm Pump,STEERING,helm,510,HELM_HYD,ves_649cb2727b29,6934MA8KUH,2021-08-12,,1059,C,
pinst_16fda4af43f9,installed_component,HYD_STEERING_CYL,SeaStar,Hydraulic Steering Cylinder,STEERING,cylinder,620,STEER_CYL,ves_649cb2727b29,ZWXZEZXVJ7,2025-01-25,,1280,C,
pinst_0dd7d4643e7b,installed_component,HULL_STRINGER_SET,MarineCo,Stringer Set,HULL,stringer,2800,STRINGER_SET,ves_649cb2727b29,CSPABUT00R,2024-11-10,,,D,
pinst_2cc8031c98d9,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_649cb2727b29,CPCKK0WFRU,2022-11-03,,,C,
pinst_eab124bcd2d6,installed_component,HULL_CORE_PANEL,MarineCo,Composite Core Panel,HULL,core_panel,450,CORE_PANEL,ves_649cb2727b29,B5CD5U3O8L,2024-07-06,,,C,
pinst_bc6f8b435b38,installed_component,INB_CUTLASS_BRG,Duramax,Cutlass Bearing,PROPULSION,bearing,135,CUTLASS,ves_649cb2727b29,EHWSFTNYAY,2021-03-01,,1043,C,
pinst_12f9da85d3c5,installed_component,SHAFT_SEAL_1_25,PYI,Shaft Seal 1.25in,PROPULSION,seal,420,SHAFT_SEAL,ves_649cb2727b29,ZWR9KDC175,2023-05-17,,1163,C,
pinst_b551bdc391ce,installed_component,SHAFT_1_25_SS,Aquamet,1.25in SS Prop Shaft,PROPULSION,shaft,1650,SHAFT_125,ves_649cb2727b29,Z3E4QNM55F,2022-12-05,,1334,D,
pinst_0b7d7d6c8f93,installed_component,EXHAUST_RISER_V8,Barr,V8 Exhaust Riser,ENGINE,exhaust_riser,650,RISER_V8,ves_649cb2727b29,R4NZP0QPG1,2024-04-13,,1484,C,
pinst_74e600080b9a,installed_component,ENG_LONG_BLOCK_V8,OEM,V8 Marine Long Block,ENGINE,long_block,15800,LBV8,ves_649cb2727b29,E3VGUJL9VN,2023-06-13,,1623,C,
pinst_a3de10d58d1b,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_649cb2727b29,XW61NSAO9D,2020-03-02,,1124,D,
pinst_97198ece82ff,installed_component,HEAT_EXCHANGER_MID,Sierra,Mid-size Heat Exchanger,ENGINE,heat_exchanger,1100,HX_MID,ves_649cb2727b29,ZUJMWWN01Y,2025-04-03,,1594,C,
pinst_9ee334a33195,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_649cb2727b29,4V6FB3C27E,2020-07-26,,1507,C,
pinst_2b3f31187449,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_649cb2727b29,1OSH0PHCBY,2025-07-21,,1576,B,
pinst_92c869adce21,installed_component,FUEL_PUMP_HP,OEM,High Pressure Fuel Pump,FUEL,pump,460,FUEL_PUMP_HP,ves_649cb2727b29,JPAVVON3Q1,2022-10-07,,1417,C,
pinst_b70c4ebc80c8,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_649cb2727b29,OCJB0TU2PV,2022-02-20,,,A,
pinst_3423a566eccf,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_c54b817bdfcf,I21DYIM882,1990-12-16,,,C,
pinst_fc3b9fd4c373,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_c54b817bdfcf,Y2INMON7XY,1986-06-22,,,C,
pinst_b9a9da45544b,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_c54b817bdfcf,AWAHBI50CF,1991-10-27,,,C,
pinst_592c5c1d35ad,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_c54b817bdfcf,GS3M9ZM17T,1990-07-14,,,C,
pinst_6d5c3e0e551c,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_c54b817bdfcf,BSKQMLE98C,1982-05-14,,1714,C,
pinst_0e109cac8a23,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_c54b817bdfcf,2T70FKWZK3,1983-09-20,,1871,C,
pinst_4e1b8b6eecf3,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_c54b817bdfcf,10XY426KVL,1987-05-26,,1483,C,
pinst_b2f59613a6bc,installed_component,VHF_DSC_RADIO,ICOM,VHF DSC Radio,NAV,radio,240,VHF_DSC,ves_c54b817bdfcf,HY7O0MKKK8,1985-01-22,,2078,C,
pinst_f752dd6a5cf9,installed_component,TRIM_TAB_ACTUATOR,Lenco,Trim Tab Actuator,AUX,actuator,210,TRIM_ACT,ves_c54b817bdfcf,3ORXPDU5WJ,1988-02-26,,1717,C,
pinst_ab969b27b05b,installed_component,HULL_TRANSOM_KIT,MarineCo,Transom Rebuild Kit,HULL,transom,3200,TRANSOM_KIT,ves_c54b817bdfcf,J0M4PYZTMO,1991-02-14,,,F,
pinst_972791bbfa26,installed_component,OB_WATER_PUMP_KIT,OEM,Outboard Water Pump Kit,ENGINE,pump,180,OB_WPUMP,ves_c54b817bdfcf,FKO07TDHO3,1991-01-27,,1724,D,
pinst_fe26f492856a,installed_component,OB_GEARCASE_SEAL_KIT,OEM,Outboard Gearcase Seal Kit,PROPULSION,seal_kit,95,OB_GEAR_SEAL,ves_c54b817bdfcf,W830QY7QAE,1991-11-08,,1704,D,
pinst_788030c2e04e,installed_component,OB_LOWER_UNIT,OEM,Outboard Lower Unit Assy,PROPULSION,lower_unit,4800,OB_LOWER_UNIT,ves_c54b817bdfcf,I62JZS36ZS,1984-01-11,,1547,D,
pinst_9ba94b4d23c3,installed_component,OB_PROP_14IN,Solas,Outboard Prop 14in,PROPULSION,propeller,420,PROP_14,ves_c54b817bdfcf,ABMTWSVHWE,1984-04-15,,1589,C,
pinst_4e115eaff3d0,installed_component,ENG_LONG_BLOCK_4CYL,OEM,4-Cyl Marine Long Block,ENGINE,long_block,9200,LB4,ves_c54b817bdfcf,WO9QSL2SB8,1990-12-25,,1626,D,
pinst_ade13969a7c1,installed_component,THERMOSTAT_MARINE,Sierra,Marine Thermostat,ENGINE,thermostat,48,THERMO,ves_c54b817bdfcf,KZ3728ASG5,1983-11-03,,1475,C,
pinst_d63daf77ce54,installed_component,FUEL_FILTER_SEPARATOR,Racor,Fuel/Water Separator,FUEL,filter,85,FUEL_SEP,ves_c54b817bdfcf,OKG6N6PEQW,1985-09-09,,1814,C,
pinst_027aaba50635,installed_component,FUEL_LINE_A1_10FT,Trident,A1 Fuel Hose 10ft,FUEL,hose,120,FUEL_HOSE_A1,ves_c54b817bdfcf,X7LST2RA7K,1988-03-18,,1539,C,
pinst_7fe3a04efa07,installed_component,FUEL_PUMP_LP,OEM,Low Pressure Fuel Pump,FUEL,pump,260,FUEL_PUMP_LP,ves_c54b817bdfcf,MBZPVJNJCD,1989-11-03,,1435,D,
pinst_901505405120,installed_component,CRANK_POS_SENSOR,OEM,Crank Position Sensor,ENGINE,sensor,95,CRANK_SENSOR,ves_c54b817bdfcf,7V7BJEIM1J,1988-12-09,,1854,D,
pinst_2b646034ac14,installed_component,STAINLESS_CLEAT_8IN,Attwood,8in SS Cleat,HULL,hardware,48,CLEAT_8,ves_c54b817bdfcf,I5L5HZLZE9,1981-04-19,,,C,
pinst_29d86892c567,installed_component,BUS_BAR_12V,Blue Sea,12V Bus Bar,ELECTRICAL,bus_bar,55,BUSBAR_12,ves_c54b817bdfcf,ZFSJOXPL23,1991-02-05,,,C,
pinst_2ddd77538b3a,installed_component,THRUHULL_1IN_BRONZE,Groco,1in Bronze Through-Hull,HULL,through_hull,145,THRUHULL_1IN,ves_527659d47703,429NQ1AZVO,2000-04-04,,,B,
pinst_a8a40353396c,installed_component,SEACOCK_1IN_BRONZE,Groco,1in Bronze Seacock,HULL,seacock,210,SEACOCK_1IN,ves_527659d47703,UZCIT6HTKZ,2004-04-11,,,C,
pinst_8794ef2bb03d,installed_component,BATTERY_AGM_100AH,Interstate,AGM 100Ah Battery,ELECTRICAL,battery,340,BATT_100,ves_527659d47703,S38CMNXJYR,2005-10-28,,,B,
pinst_8376ba136dd0,installed_component,ALTERNATOR_70A,Sierra,70A Alternator,ELECTRICAL,alternator,285,ALT_70,ves_527659d47703,7H88ILAUGC,1996-08-15,,,C,
pinst_5a3b94ec83a1,installed_component,BILGE_PUMP_2000,Rule,2000 GPH Bilge Pump,AUX,pump,145,BILGE_2000,ves_527659d47703,KD9L66AZ3M,2004-04-13,,1877,C,
pinst_fe9599dbf277,installed_component,BILGE_FLOAT_SWITCH,Rule,Bilge Float Switch,AUX,switch,55,BILGE_FLOAT,ves_527659d47703,GM3TMY8CIK,2005-07-06,,1766,C,
pinst_4835e5c23998,installed_component,MFD_9IN,Garmin,9in MFD,NAV,display,950,MFD_9,ves_527659d47703,HJ5V2JTPX9,1998-12-13,,1787,C,
