inspection_id,vessel_id,work_order_id,part_component_id,inspection_type,inspector_role,hull_moisture_pct,compression_psi,oil_analysis_flags,corrosion_grade,wiring_submersion_flag,condition_grade,estimated_defect_cost,safety_critical_flags,created_at
insp_9619f795e35f,ves_388b460a8459,,pinst_3c5bd2e07185,salvage_intake,tech,,{},[],moderate,False,D,31.14,[],2026-02-25T00:00:00
insp_0faf98966720,ves_389981d7c077,,pinst_c53fb5e0f510,salvage_intake,yard,23.15,{},[],light,False,C,67.42,[],2026-03-13T00:00:00
insp_ceae9229c5ec,ves_389981d7c077,,pinst_2cc20832d334,salvage_intake,yard,24.54,{},[],light,False,B,80.98,[],2026-01-19T00:00:00
insp_31dc2790b37d,ves_389981d7c077,,pinst_20a51c3139a2,salvage_intake,tech,,{},"[""normal""]",none,False,C,361.45,[],2026-03-13T00:00:00
insp_75518b4cf310,ves_389981d7c077,,pinst_18568481f54e,salvage_intake,tech,,{},[],none,False,C,91.96,[],2026-02-12T00:00:00
insp_8a4a59bfc747,ves_389981d7c077,,pinst_a1391138a914,salvage_intake,yard,,{},"[""normal""]",moderate,False,C,29.13,"[""inspection_required_before_sale""]",2026-02-24T00:00:00
insp_43d1d4ebdfef,ves_389981d7c077,,pinst_ed0583f58785,salvage_intake,tech,,{},[],severe,False,C,39.17,"[""inspection_required_before_sale""]",2026-01-26T00:00:00
insp_b8cc4d10a35f,ves_389981d7c077,,pinst_76ae0c74e23a,salvage_intake,yard,,{},[],severe,False,C,82.46,"[""inspection_required_before_sale""]",2026-02-05T00:00:00
insp_1e1eb442a524,ves_389981d7c077,,pinst_6b2e8cfd87c9,salvage_intake,surveyor,,{},[],moderate,False,C,520.07,"[""inspection_required_before_sale""]",2026-02-03T00:00:00
insp_c881d07b6de4,ves_389981d7c077,,pinst_4ef1a1a1f0ae,salvage_intake,surveyor,,"{""cyl1"": 106, ""cyl2"": 95}","[""metal_elevated""]",light,False,D,9722.68,"[""inspection_required_before_sale""]",2026-02-13T00:00:00
insp_6ee72a666f25,ves_389981d7c077,,pinst_14b9030651e0,salvage_intake,tech,,{},[],light,False,C,34.94,"[""inspection_required_before_sale""]",2026-03-28T00:00:00
insp_4e53098d5a71,ves_389981d7c077,,pinst_7398b7dbabb7,salvage_intake,surveyor,,{},"[""normal""]",none,False,B,16.12,[],2026-01-18T00:00:00
insp_04a75fe97a6a,ves_389981d7c077,,pinst_cb15dd67b03d,salvage_intake,tech,22.96,{},[],none,False,B,240.89,[],2026-01-19T00:00:00
insp_00b72ae5624a,ves_389981d7c077,,pinst_4d1cdf58476a,salvage_intake,yard,,{},"[""normal""]",none,False,B,18.53,[],2026-02-04T00:00:00
insp_fe968be0599e,ves_397e7f38cb9c,,pinst_b83eb74217fe,salvage_intake,surveyor,20.09,{},[],light,False,B,71.79,[],2026-03-03T00:00:00
insp_b7a4f1f61451,ves_397e7f38cb9c,,pinst_63f3c715e54d,salvage_intake,yard,,{},[],moderate,False,D,233.55,[],2026-01-18T00:00:00
insp_4c1a3059fa8c,ves_397e7f38cb9c,,pinst_394b6e975c58,salvage_intake,tech,,{},[],moderate,False,D,173.87,[],2026-02-27T00:00:00
insp_4b7d9aa9e7d9,ves_397e7f38cb9c,,pinst_555a32c1b1d6,salvage_intake,yard,,{},[],none,False,C,85.61,[],2026-01-02T00:00:00
insp_0c8224664c3f,ves_397e7f38cb9c,,pinst_d4b6214ab38e,salvage_intake,yard,,{},[],severe,False,D,161.15,[],2026-03-08T00:00:00
insp_5bcf3fa93a7d,ves_397e7f38cb9c,,pinst_bed6bc034935,salvage_intake,yard,13.44,{},[],moderate,False,D,2021.92,[],2026-02-26T00:00:00
insp_8b57dd6deedd,ves_397e7f38cb9c,,pinst_ceb2e844b1fb,salvage_intake,tech,,{},[],moderate,False,D,3520.17,"[""inspection_required_before_sale""]",2026-01-21T00:00:00
insp_4664c8cb68b2,ves_397e7f38cb9c,,pinst_0229d13d771f,salvage_intake,surveyor,,{},[],severe,False,D,193.82,"[""inspection_required_before_sale""]",2026-03-22T00:00:00
insp_04acc30fa02d,ves_397e7f38cb9c,,pinst_d3d9dba76366,salvage_intake,tech,,"{""cyl1"": 97, ""cyl2"": 158}","[""metal_elevated""]",moderate,False,D,9262.55,"[""inspection_required_before_sale""]",2026-01-16T00:00:00
insp_66082acf27ae,ves_397e7f38cb9c,,pinst_803e43d8b68f,salvage_intake,surveyor,,{},[],severe,False,C,44.66,"[""inspection_required_before_sale""]",2026-03-10T00:00:00
insp_69d60cff75ec,ves_397e7f38cb9c,,pinst_e51a1fb49a38,salvage_intake,surveyor,,{},[],moderate,False,D,111.49,[],2026-01-24T00:00:00
insp_48c2e31ada43,ves_397e7f38cb9c,,pinst_50a94c56d208,salvage_intake,surveyor,,{},[],none,False,D,47.59,[],2026-01-16T00:00:00
insp_d4027a529d13,ves_39a30a8628e7,,pinst_894d4e2b1bea,salvage_intake,yard,,{},[],severe,False,D,170.26,[],2026-03-18T00:00:00
insp_30f4c217b84f,ves_39a30a8628e7,,pinst_494d2ab49ce2,salvage_intake,tech,,{},[],light,False,D,645.47,[],2026-02-06T00:00:00
insp_51e2d8e46614,ves_39a30a8628e7,,pinst_cdbccdd70a53,salvage_intake,surveyor,,{},[],moderate,False,D,147.01,"[""inspection_required_before_sale""]",2026-01-04T00:00:00
insp_6d71af36864f,ves_39a30a8628e7,,pinst_80450b20f7a6,salvage_intake,tech,,{},[],light,False,D,144.66,"[""inspection_required_before_sale""]",2026-03-17T00:00:00
insp_013e7d259ed8,ves_39a30a8628e7,,pinst_13877e28773f,salvage_intake,tech,,{},[],severe,False,D,3419.56,"[""inspection_required_before_sale""]",2026-02-03T00:00:00
insp_40c8ad7627f7,ves_39a30a8628e7,,pinst_6813c46c9ff1,salvage_intake,yard,,{},[],moderate,False,D,275.21,"[""inspection_required_before_sale""]",2026-03-12T00:00:00
insp_823094b3f9ca,ves_39a30a8628e7,,pinst_7600a6bc8b0b,salvage_intake,yard,,"{""cyl1"": 114, ""cyl2"": 104}","[""metal_elevated""]",moderate,False,F,7206.32,"[""inspection_required_before_sale""]",2026-02-17T00:00:00
insp_39c1357552a5,ves_39a30a8628e7,,pinst_007ec05a7933,salvage_intake,yard,,{},[],severe,False,D,37.4,"[""inspection_required_before_sale""]",2026-03-01T00:00:00
insp_3754de9e50af,ves_39a30a8628e7,,pinst_ecd5bf355569,salvage_intake,yard,,{},[],light,False,C,106.82,[],2026-02-07T00:00:00
insp_ba496362a06f,ves_39a30a8628e7,,pinst_50e45f71b67b,salvage_intake,tech,16.19,{},[],light,False,C,21.52,[],2026-02-11T00:00:00
insp_4d206872d36c,ves_3a6993455382,,pinst_8f8b248b325e,salvage_intake,surveyor,23.82,{},[],severe,False,C,153.55,[],2026-03-24T00:00:00
insp_faf8dc53566e,ves_3a6993455382,,pinst_a565950faf0e,salvage_intake,surveyor,,{},[],light,False,C,199.88,[],2026-02-26T00:00:00
insp_52d6c456c490,ves_3a6993455382,,pinst_8dc372bce82c,salvage_intake,surveyor,,{},[],light,False,C,113.93,[],2026-01-21T00:00:00
insp_5485ef2dbcc6,ves_3a6993455382,,pinst_ff8aee68fa44,salvage_intake,yard,,{},[],light,False,C,57.59,[],2026-01-28T00:00:00
insp_887efc46df98,ves_3a6993455382,,pinst_eeb4b57bd8e5,salvage_intake,yard,,{},[],moderate,False,C,1724.16,[],2026-01-08T00:00:00
insp_72ec3eed79fc,ves_3a6993455382,,pinst_448db43de819,salvage_intake,tech,,{},[],severe,False,C,142.95,[],2026-03-08T00:00:00
insp_410da8476c68,ves_3a6993455382,,pinst_158d16c7d7f6,salvage_intake,yard,19.68,{},[],none,False,D,324.27,[],2026-02-02T00:00:00
insp_71707ca088dd,ves_3a6993455382,,pinst_51176eebf577,salvage_intake,surveyor,,{},[],light,False,D,72.47,"[""inspection_required_before_sale""]",2026-01-20T00:00:00
insp_3709c9dc6a82,ves_3a6993455382,,pinst_72ef8f4630ba,salvage_intake,tech,,{},[],moderate,False,D,144.72,"[""inspection_required_before_sale""]",2026-03-05T00:00:00
insp_aa442bad5909,ves_3a6993455382,,pinst_0d37d42b3048,salvage_intake,tech,,{},[],light,False,D,129.21,"[""inspection_required_before_sale""]",2026-01-06T00:00:00
insp_a050bc7fa68e,ves_3a6993455382,,pinst_67b254876611,salvage_intake,surveyor,,{},[],moderate,False,C,22.86,"[""inspection_required_before_sale""]",2026-03-15T00:00:00
insp_a5b6a22727d5,ves_3a6993455382,,pinst_9edab80d47eb,salvage_intake,surveyor,,{},[],moderate,False,D,797.59,"[""inspection_required_before_sale""]",2026-02-22T00:00:00
insp_1ce7c07f4440,ves_3a6993455382,,pinst_82d68042cfd2,salvage_intake,yard,,{},[],none,False,D,82.24,[],2026-03-17T00:00:00
insp_b4497d22c751,ves_3a7ff6f2c502,,pinst_bc0a22a6da8c,salvage_intake,surveyor,,{},[],none,False,C,32.15,[],2026-02-22T00:00:00
insp_090eb6eb3df2,ves_3a7ff6f2c502,,pinst_912636437cc7,salvage_intake,tech,,{},[],light,False,D,481.38,[],2026-01-02T00:00:00
insp_af5ab6db1225,ves_3a7ff6f2c502,,pinst_4353cd52e5d3,salvage_intake,yard,,{},[],light,False,D,185.54,[],2026-01-27T00:00:00
insp_1cf036bee4c8,ves_3a7ff6f2c502,,pinst_60d459619ad1,salvage_intake,tech,,{},[],moderate,False,C,75.01,[],2026-03-09T00:00:00
insp_9fd9a20afc53,ves_3a7ff6f2c502,,pinst_4177b5539c46,salvage_intake,yard,,{},[],severe,False,C,133.91,"[""inspection_required_before_sale""]",2026-02-14T00:00:00
insp_319d17a187d1,ves_3a7ff6f2c502,,pinst_245e42d238df,salvage_intake,surveyor,,{},[],light,False,F,3363.54,"[""inspection_required_before_sale""]",2026-03-25T00:00:00
insp_b17b7338fe38,ves_3a7ff6f2c502,,pinst_230792a71743,salvage_intake,tech,,{},[],none,False,C,165.64,"[""inspection_required_before_sale""]",2026-01-15T00:00:00
insp_81b76a9b7ef0,ves_3a7ff6f2c502,,pinst_653b4c4f0148,salvage_intake,tech,,{},[],severe,False,D,1007.86,"[""inspection_required_before_sale""]",2026-02-05T00:00:00
insp_c4dbdfe02911,ves_3a7ff6f2c502,,pinst_a6688f770454,salvage_intake,surveyor,,{},[],moderate,False,C,40.93,[],2026-03-03T00:00:00
insp_22840a7f62e0,ves_3a7ff6f2c502,,pinst_70cfa880670d,salvage_intake,tech,,{},[],moderate,False,C,276.33,[],2026-03-03T00:00:00
insp_6b42c93fa005,ves_3a7ff6f2c502,,pinst_6f52f8f41760,salvage_intake,tech,18.94,{},[],severe,False,C,33.64,[],2026-01-22T00:00:00
insp_d1de32daa926,ves_3af9832970a7,,pinst_dfd35a833d11,salvage_intake,surveyor,,{},[],moderate,False,C,51.25,[],2026-03-01T00:00:00
insp_550bc9f310e5,ves_3af9832970a7,,pinst_7c90c6d62b3a,salvage_intake,tech,22.41,{},[],none,False,F,2496.78,[],2026-03-06T00:00:00
insp_ebdb293403e8,ves_3af9832970a7,,pinst_f4e2a154477e,salvage_intake,yard,,"{""cyl1"": 115, ""cyl2"": 103}","[""metal_elevated""]",severe,False,D,7487.38,"[""inspection_required_before_sale""]",2026-03-28T00:00:00
insp_4479ac77fc6c,ves_3af9832970a7,,pinst_3f6dbee6a3c4,salvage_intake,tech,,{},[],light,False,C,30.98,"[""inspection_required_before_sale""]",2026-01-26T00:00:00
insp_84842f955d12,ves_3af9832970a7,,pinst_4304971a80fb,salvage_intake,yard,,{},[],moderate,False,C,52.66,[],2026-03-07T00:00:00
insp_d316682c0dea,ves_3af9832970a7,,pinst_274300e0e7de,salvage_intake,yard,,{},[],light,False,C,61.95,[],2026-01-18T00:00:00
insp_ad139c83c3ee,ves_3af9832970a7,,pinst_bcf99bfc0ca7,salvage_intake,yard,,{},[],light,False,C,86.3,[],2026-03-24T00:00:00
insp_e60498852ad5,ves_3af9832970a7,,pinst_7ad0602458a8,salvage_intake,yard,17.38,{},[],light,False,B,222.02,[],2026-02-05T00:00:00
insp_8ac1746050d0,ves_3b55868eb9cb,,pinst_5343eeec0fb8,salvage_intake,yard,,{},[],light,False,D,162.2,[],2026-03-23T00:00:00
insp_fc424f4d4096,ves_3b55868eb9cb,,pinst_f2d9bf1d724c,salvage_intake,yard,,{},[],moderate,False,C,553.53,[],2026-03-13T00:00:00
insp_4bc4c4912c3f,ves_3b55868eb9cb,,pinst_4f49457f9868,salvage_intake,yard,,{},[],moderate,False,C,82.36,"[""inspection_required_before_sale""]",2026-01-23T00:00:00
insp_f93826ff948f,ves_3b55868eb9cb,,pinst_465a6a69f337,salvage_intake,yard,,{},[],moderate,False,D,27.47,"[""inspection_required_before_sale""]",2026-02-17T00:00:00
insp_43cc426e45e2,ves_3b55868eb9cb,,pinst_0941f4628395,salvage_intake,surveyor,,{},[],moderate,False,C,42.06,[],2026-02-06T00:00:00
insp_eccb88ae0a97,ves_3b55868eb9cb,,pinst_87d06516706d,salvage_intake,yard,22.94,{},[],moderate,False,B,225.1,[],2026-01-18T00:00:00
insp_7f8a56c000ac,ves_3b55868eb9cb,,pinst_75f70508e269,salvage_intake,tech,23.91,{},[],moderate,False,C,32.71,[],2026-02-20T00:00:00
insp_fe2edc9b786f,ves_3bbe6cb0319e,,pinst_03d0c6788b69,salvage_intake,yard,10.82,{},[],none,False,B,180.29,[],2026-02-25T00:00:00
insp_7408d05eb51c,ves_3bbe6cb0319e,,pinst_6c25409200c1,salvage_intake,tech,,{},[],moderate,False,D,140.95,"[""inspection_required_before_sale""]",2026-01-08T00:00:00
insp_8eb5c22808be,ves_3bbe6cb0319e,,pinst_afdeaeb5d342,salvage_intake,tech,,"{""cyl1"": 142, ""cyl2"": 150}","[""metal_elevated""]",severe,False,D,6606.22,"[""inspection_required_before_sale""]",2026-03-01T00:00:00
insp_ee77aee48f81,ves_3bbe6cb0319e,,pinst_ecef99229387,salvage_intake,yard,,{},"[""normal""]",light,False,C,93.17,[],2026-02-02T00:00:00
insp_4141fa26ddde,ves_3bbe6cb0319e,,pinst_f8da18b0236a,salvage_intake,tech,,{},[],moderate,False,C,44.88,"[""inspection_required_before_sale""]",2026-03-08T00:00:00
insp_082806efca81,ves_3bbe6cb0319e,,pinst_4d15a6e05fe0,salvage_intake,tech,14.85,{},[],none,False,B,285.71,[],2026-02-01T00:00:00
insp_340004193f7f,ves_3bbe6cb0319e,,pinst_01727fc39d59,salvage_intake,tech,17.66,{},[],light,False,C,35.95,[],2026-01-17T00:00:00
insp_e6b758fbbe1c,ves_3c0d251adae0,,pinst_496532b08aaf,salvage_intake,tech,,{},[],severe,False,C,246.09,[],2026-02-18T00:00:00
insp_0e4f59444d8d,ves_3c0d251adae0,,pinst_6ae317ef0b9e,salvage_intake,tech,,{},[],light,False,C,198.45,[],2026-01-17T00:00:00
insp_c6819d9a3b73,ves_3c0d251adae0,,pinst_10cd130e5520,salvage_intake,yard,,{},[],none,False,C,92.03,"[""inspection_required_before_sale""]",2026-02-28T00:00:00
insp_ae2f6d105564,ves_3c0d251adae0,,pinst_137045234fd4,salvage_intake,tech,,{},[],moderate,False,C,202.09,"[""inspection_required_before_sale""]",2026-01-25T00:00:00
insp_6a0d80396e1b,ves_3c0d251adae0,,pinst_58297d19ae5f,salvage_intake,yard,,"{""cyl1"": 104, ""cyl2"": 159}",[],moderate,False,D,4558.9,"[""inspection_required_before_sale""]",2026-03-18T00:00:00
insp_f49b6dcaec11,ves_3c0d251adae0,,pinst_46d6926db232,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,B,18.03,"[""inspection_required_before_sale""]",2026-03-10T00:00:00
insp_21ca005b924a,ves_3c0d251adae0,,pinst_63f2078d9b80,salvage_intake,tech,,{},"[""normal""]",moderate,False,C,23.01,[],2026-02-21T00:00:00
insp_50c8e93be8fa,ves_3c0d251adae0,,pinst_451df8856f39,salvage_intake,tech,,{},[],severe,False,D,129.81,[],2026-02-19T00:00:00
insp_5d25726d8f17,ves_3c0d251adae0,,pinst_218ee3d5ba80,salvage_intake,surveyor,,{},[],severe,False,C,345.53,[],2026-02-13T00:00:00
insp_17b6b03a70e1,ves_3c48cc673a4a,,pinst_773dbab4d107,salvage_intake,tech,14.37,{},[],moderate,False,B,91.03,[],2026-03-22T00:00:00
insp_f2fb58968fec,ves_3c48cc673a4a,,pinst_80215064c60b,salvage_intake,tech,19.78,{},[],moderate,False,C,175.54,[],2026-01-08T00:00:00
insp_b59b81540c3e,ves_3c48cc673a4a,,pinst_31f30ff92458,salvage_intake,tech,,{},[],moderate,False,D,220.9,[],2026-02-21T00:00:00
insp_93738e62c972,ves_3c48cc673a4a,,pinst_7015fa13e5ca,salvage_intake,surveyor,,{},[],none,False,C,138.84,[],2026-01-23T00:00:00
insp_1c0297e06086,ves_3c48cc673a4a,,pinst_ad8b3a02dc03,salvage_intake,yard,,{},[],light,False,C,1501.44,[],2026-03-12T00:00:00
insp_101898f1d775,ves_3c48cc673a4a,,pinst_c0b770db5109,salvage_intake,yard,,{},[],severe,False,C,127.87,[],2026-01-15T00:00:00
insp_8f3fab014bad,ves_3c48cc673a4a,,pinst_66dfb16f8e6e,salvage_intake,surveyor,,{},[],moderate,False,C,95.64,[],2026-02-15T00:00:00
insp_da15a0972fc7,ves_3c48cc673a4a,,pinst_b2fc9f410b14,salvage_intake,yard,,{},[],moderate,False,C,300.43,[],2026-03-06T00:00:00
insp_6c4a63a53015,ves_3c48cc673a4a,,pinst_d2f29a4d8830,salvage_intake,surveyor,,{},[],light,False,D,341.77,"[""inspection_required_before_sale""]",2026-02-27T00:00:00
insp_0021b5d1309a,ves_3c48cc673a4a,,pinst_8a18effb351a,salvage_intake,yard,,{},"[""normal""]",severe,False,C,192.8,"[""inspection_required_before_sale""]",2026-02-18T00:00:00
insp_6864bd1880a3,ves_3c48cc673a4a,,pinst_73e8b02acbd2,salvage_intake,tech,18.66,{},[],none,False,D,2160.18,[],2026-01-22T00:00:00
insp_b911836aeec1,ves_3c48cc673a4a,,pinst_9f5b3a897d22,salvage_intake,yard,20.74,{},[],moderate,False,C,2887.14,[],2026-03-18T00:00:00
insp_c48fd69940bf,ves_3c48cc673a4a,,pinst_45afcf83655c,salvage_intake,surveyor,,"{""cyl1"": 124, ""cyl2"": 164}","[""metal_elevated""]",light,False,D,10409.72,"[""inspection_required_before_sale""]",2026-02-27T00:00:00
insp_512fb487e0fd,ves_3c48cc673a4a,,pinst_982d4cb66f04,salvage_intake,surveyor,,{},[],light,False,C,621.32,"[""inspection_required_before_sale""]",2026-01-10T00:00:00
insp_b6399605fe1f,ves_3c48cc673a4a,,pinst_2ea27a962bc9,salvage_intake,yard,22.05,{},[],moderate,False,B,29.78,[],2026-01-13T00:00:00
insp_269f962cb571,ves_3c98d025f140,,pinst_c6b1fb280b01,salvage_intake,surveyor,,{},[],light,False,D,214.86,[],2026-02-26T00:00:00
insp_54fdbda5a010,ves_3c98d025f140,,pinst_b8155a7db663,salvage_intake,yard,,{},[],severe,False,C,27.08,[],2026-01-24T00:00:00
insp_325181d05951,ves_3c98d025f140,,pinst_dc789141d69c,salvage_intake,tech,,{},[],severe,False,C,369.18,[],2026-03-10T00:00:00
insp_f076dde1750b,ves_3c98d025f140,,pinst_e2914ae8b652,salvage_intake,surveyor,,{},"[""normal""]",moderate,False,C,92.73,[],2026-01-22T00:00:00
insp_0719254beeb7,ves_3c98d025f140,,pinst_bec847b8871c,salvage_intake,surveyor,,{},[],severe,False,C,117.56,[],2026-03-22T00:00:00
insp_cdc2c347f614,ves_3c98d025f140,,pinst_678086da50f8,salvage_intake,tech,,{},[],severe,False,C,99.05,"[""inspection_required_before_sale""]",2026-03-27T00:00:00
insp_515abc349ad6,ves_3c98d025f140,,pinst_6a0342236563,salvage_intake,surveyor,,{},[],severe,False,C,255.26,"[""inspection_required_before_sale""]",2026-02-19T00:00:00
insp_20e050826833,ves_3c98d025f140,,pinst_4128c547ef28,salvage_intake,yard,,"{""cyl1"": 164, ""cyl2"": 128}","[""metal_elevated""]",light,False,C,13933.57,"[""inspection_required_before_sale""]",2026-01-05T00:00:00
insp_c9b4d2e0c294,ves_3c98d025f140,,pinst_3b007affb037,salvage_intake,tech,,{},"[""normal""]",moderate,False,C,38.48,[],2026-01-06T00:00:00
insp_a43878940d85,ves_3c98d025f140,,pinst_7a4c94f57c26,salvage_intake,tech,,{},"[""normal""]",moderate,False,C,92.74,[],2026-02-14T00:00:00
insp_9866b0b63b39,ves_3c98d025f140,,pinst_1104ffe6b60c,salvage_intake,surveyor,22.28,{},[],moderate,False,C,27.58,[],2026-02-06T00:00:00
insp_4a76957d3962,ves_3e216d5e5a42,,pinst_afabe087458f,salvage_intake,yard,12.26,{},[],light,False,B,165.36,[],2026-03-12T00:00:00
insp_2be3f8cf9bba,ves_3e216d5e5a42,,pinst_256461aec2b1,salvage_intake,surveyor,,{},[],none,False,B,233.34,[],2026-01-02T00:00:00
insp_fb0094f7bf63,ves_3e216d5e5a42,,pinst_9e62d04df6d7,salvage_intake,tech,,{},[],moderate,False,C,127.77,[],2026-01-10T00:00:00
insp_d41489cbfb62,ves_3e216d5e5a42,,pinst_69296a4e3a95,salvage_intake,surveyor,,{},[],moderate,False,C,46.19,[],2026-01-07T00:00:00
insp_d04eb92e4bc6,ves_3e216d5e5a42,,pinst_aeb0b9ff0cf9,salvage_intake,surveyor,,{},[],severe,False,C,207.92,[],2026-01-16T00:00:00
insp_e269fdab1176,ves_3e216d5e5a42,,pinst_5bdd1c11e027,salvage_intake,tech,30.23,{},[],moderate,False,C,3117.39,[],2026-01-27T00:00:00
insp_e7fc713b5463,ves_3e216d5e5a42,,pinst_a7f57f6185b5,salvage_intake,tech,,{},[],moderate,False,C,101.49,"[""inspection_required_before_sale""]",2026-01-11T00:00:00
insp_eff9561adf57,ves_3e216d5e5a42,,pinst_957473ecdf89,salvage_intake,yard,,{},"[""normal""]",none,False,B,37.91,[],2026-03-23T00:00:00
insp_8da6edb1404b,ves_3e216d5e5a42,,pinst_3ff181354995,salvage_intake,tech,,{},[],light,False,B,98.47,[],2026-02-25T00:00:00
insp_61b30678c45a,ves_3e216d5e5a42,,pinst_285fa86c1e96,salvage_intake,yard,,{},"[""normal""]",none,False,B,29.3,"[""inspection_required_before_sale""]",2026-02-22T00:00:00
insp_8226a01dd2ef,ves_3e626c2f9aa4,,pinst_7726ad143d5f,salvage_intake,yard,,{},[],light,False,C,320.81,[],2026-03-10T00:00:00
insp_48e9a78d72db,ves_3e626c2f9aa4,,pinst_ee98e706bce5,salvage_intake,tech,,{},[],light,False,C,235.33,[],2026-01-28T00:00:00
insp_b27ca6bc7570,ves_3e626c2f9aa4,,pinst_bdadf8df48fa,salvage_intake,yard,,{},[],moderate,False,C,42.46,[],2026-01-21T00:00:00
insp_974dad3d6a3b,ves_3e626c2f9aa4,,pinst_b6d5b533aeff,salvage_intake,yard,,{},[],moderate,False,C,812.94,[],2026-01-21T00:00:00
insp_a688524416bd,ves_3e626c2f9aa4,,pinst_106b859e2478,salvage_intake,yard,,{},[],severe,False,D,168.87,"[""inspection_required_before_sale""]",2026-01-14T00:00:00
insp_6295ace02ff2,ves_3e626c2f9aa4,,pinst_aba3577e35e1,salvage_intake,yard,18.79,{},[],moderate,False,D,3141.46,[],2026-02-21T00:00:00
insp_4596db2484a3,ves_3e626c2f9aa4,,pinst_0a45bc62d95c,salvage_intake,surveyor,,{},[],none,False,C,42.39,"[""inspection_required_before_sale""]",2026-03-11T00:00:00
insp_8ce8dbfc8548,ves_3e626c2f9aa4,,pinst_ebd70fa01fa1,salvage_intake,yard,,{},[],moderate,False,D,230.62,"[""inspection_required_before_sale""]",2026-03-27T00:00:00
insp_412a241f6b00,ves_3e626c2f9aa4,,pinst_d920769dbd7b,salvage_intake,surveyor,,"{""cyl1"": 140, ""cyl2"": 132}","[""metal_elevated""]",none,False,C,6345.19,"[""inspection_required_before_sale""]",2026-01-12T00:00:00
insp_f0cb194c4adf,ves_3e626c2f9aa4,,pinst_704eccf61151,salvage_intake,yard,,{},[],severe,False,C,61.71,"[""inspection_required_before_sale""]",2026-01-06T00:00:00
insp_8bc1b97cf70b,ves_3e626c2f9aa4,,pinst_5c02f61cc94b,salvage_intake,yard,,{},[],moderate,False,C,36.94,[],2026-03-07T00:00:00
insp_d4b7fdabc980,ves_3e94bf50c8f6,,pinst_d505a6a3c5d8,salvage_intake,yard,24.46,{},[],severe,False,C,88.39,[],2026-02-03T00:00:00
insp_58e4424f73a9,ves_3e94bf50c8f6,,pinst_df5f38de3f02,salvage_intake,tech,13.5,{},[],moderate,False,C,117.09,[],2026-02-21T00:00:00
insp_3ba904d050d0,ves_3e94bf50c8f6,,pinst_5533d193179e,salvage_intake,yard,,{},[],light,False,D,335.3,[],2026-02-21T00:00:00
insp_c69fb056b952,ves_3e94bf50c8f6,,pinst_8e542bb5e137,salvage_intake,tech,,{},[],moderate,False,D,101.23,[],2026-01-09T00:00:00
insp_c0ff7f84621f,ves_3e94bf50c8f6,,pinst_d52c255b02be,salvage_intake,surveyor,,{},[],light,False,D,614.36,[],2026-01-02T00:00:00
insp_de8f420ed765,ves_3e94bf50c8f6,,pinst_efd445f629f6,salvage_intake,surveyor,,{},[],moderate,False,D,61.97,"[""inspection_required_before_sale""]",2026-03-22T00:00:00
insp_15b2063e87e5,ves_3e94bf50c8f6,,pinst_0562f43f3bcc,salvage_intake,surveyor,,{},[],severe,False,C,88.09,"[""inspection_required_before_sale""]",2026-01-11T00:00:00
insp_7bc2766d1c67,ves_3e94bf50c8f6,,pinst_e722521a14ee,salvage_intake,surveyor,,{},[],none,False,C,227.04,"[""inspection_required_before_sale""]",2026-01-11T00:00:00
insp_8d395be1a6d8,ves_3e94bf50c8f6,,pinst_3a736677a549,salvage_intake,tech,,{},[],moderate,False,C,28.5,"[""inspection_required_before_sale""]",2026-01-19T00:00:00
insp_ecf80351de40,ves_3ead4e12fdd4,,pinst_641b2ce17bc7,salvage_intake,surveyor,17.01,{},"[""normal""]",light,False,B,64.12,[],2026-01-08T00:00:00
insp_d120e6237d15,ves_3ead4e12fdd4,,pinst_48fc6918cfa7,salvage_intake,yard,17.96,{},[],light,False,B,99.74,[],2026-01-06T00:00:00
insp_6d1fb732b248,ves_3ead4e12fdd4,,pinst_a2f7fb77c226,salvage_intake,yard,,{},[],none,False,B,143.33,[],2026-02-20T00:00:00
insp_0c4389d4f30b,ves_3ead4e12fdd4,,pinst_84cd42513e85,salvage_intake,tech,,{},"[""normal""]",none,False,C,40.16,[],2026-03-20T00:00:00
insp_aa564115c7b7,ves_3ead4e12fdd4,,pinst_c077c3212f5f,salvage_intake,surveyor,,{},"[""normal""]",none,False,B,85.18,[],2026-03-10T00:00:00
insp_1afb070ee78e,ves_3ead4e12fdd4,,pinst_e8711c0a7d1a,salvage_intake,surveyor,,{},[],moderate,False,C,83.19,[],2026-01-02T00:00:00
insp_f780fa054bf3,ves_3ead4e12fdd4,,pinst_1331aa5000ad,salvage_intake,tech,,{},[],severe,False,C,125.77,"[""inspection_required_before_sale""]",2026-02-25T00:00:00
insp_b1ba0319cfee,ves_3ead4e12fdd4,,pinst_0709ecb8a6e5,salvage_intake,tech,,{},[],none,False,C,197.31,"[""inspection_required_before_sale""]",2026-02-14T00:00:00
insp_07cad99a6e73,ves_3ead4e12fdd4,,pinst_56237d2d5ab6,salvage_intake,yard,,{},"[""normal""]",none,False,B,19.67,[],2026-02-03T00:00:00
insp_5546d319579f,ves_3ead4e12fdd4,,pinst_7ebfcc6ad9fa,salvage_intake,tech,,{},"[""normal""]",none,False,B,35.1,[],2026-03-12T00:00:00
