salvage_candidate_id,vessel_id,part_component_id,detected_after_event,event_type,preliminary_salvage_score,exclusion_reason,expected_used_price,expected_sell_prob,created_at,salvageable_label
sc_b53908c5bfb9,ves_a8140725eb39,pinst_778354a0396a,decommission,submersion,0.43,,648.95,0.461,2026-02-12T00:00:00,0
sc_564c729624c2,ves_a8140725eb39,pinst_7d068c633333,decommission,submersion,0.507,,31.03,0.511,2026-03-04T00:00:00,1
sc_d5a4329b05de,ves_a8140725eb39,pinst_84d8f4cee7c1,decommission,submersion,0.511,,97.12,0.2,2026-01-11T00:00:00,1
sc_f52b6e8ec10a,ves_a8140725eb39,pinst_658128bf41ed,decommission,submersion,0.535,,395.41,0.499,2026-01-09T00:00:00,1
sc_8cf38278b4d8,ves_a8140725eb39,pinst_fc1c917e12f6,decommission,submersion,0.364,,152.82,0.699,2026-02-13T00:00:00,0
sc_689ff80c6f70,ves_a8140725eb39,pinst_5362346bf957,decommission,submersion,0.01,failure_localization_penalty,274.99,0.399,2026-01-11T00:00:00,0
sc_19c52f1048aa,ves_a8140725eb39,pinst_aeda8b135391,decommission,submersion,0.033,failure_localization_penalty,3.05,0.511,2026-01-01T00:00:00,0
sc_29a45ab268ef,ves_a8140725eb39,pinst_b790375cc680,decommission,submersion,0.642,,23.59,0.536,2026-02-01T00:00:00,1
sc_ab47e78f47d7,ves_a8140725eb39,pinst_c81f6aa2a016,decommission,submersion,0.666,,34.29,0.502,2026-03-28T00:00:00,1
sc_49b2b7b06a59,ves_a8140725eb39,pinst_d257f8f0541c,decommission,submersion,0.674,,75.0,0.475,2026-03-08T00:00:00,1
sc_2fd67f36a095,ves_a8140725eb39,pinst_5718bb46d7be,decommission,submersion,0.333,,16.05,0.518,2026-02-05T00:00:00,0
sc_3de62538e24a,ves_a8a078f67a9a,pinst_267279a5bd26,decommission,fire,0.615,,50.78,0.611,2026-01-18T00:00:00,1
sc_9e4b044e17e2,ves_a8a078f67a9a,pinst_725401798fff,decommission,fire,0.444,,43.68,0.466,2026-01-08T00:00:00,0
sc_7f60cca3a0c7,ves_a8a078f67a9a,pinst_d3f5d00ec46b,decommission,fire,0.01,poor_condition,10.16,0.386,2026-02-08T00:00:00,0
sc_bfcd7abbcd4e,ves_a8a078f67a9a,pinst_80fba766eef9,decommission,fire,0.01,poor_condition,8.52,0.414,2026-02-27T00:00:00,0
sc_65cb717121c2,ves_a8a078f67a9a,pinst_bf88b0f47f57,decommission,fire,0.036,poor_condition,9.38,0.454,2026-02-11T00:00:00,0
sc_b5b966bfd3fd,ves_a8a078f67a9a,pinst_81364e2ca857,decommission,fire,0.066,poor_condition,4.13,0.45,2026-03-08T00:00:00,0
sc_d260e500a8a1,ves_a8a078f67a9a,pinst_aa6b1fd14857,decommission,fire,0.089,poor_condition,79.18,0.47,2026-02-05T00:00:00,0
sc_0ee6d68db0f2,ves_a8a078f67a9a,pinst_52ac8c4d216b,decommission,fire,0.608,,63.71,0.466,2026-03-16T00:00:00,1
sc_b1d423bcbd76,ves_a8a078f67a9a,pinst_8bdf4453311b,decommission,fire,0.127,,166.28,0.361,2026-01-01T00:00:00,0
sc_f388516e0739,ves_a8a078f67a9a,pinst_788087ff8ef5,decommission,fire,0.194,,21.65,0.511,2026-03-27T00:00:00,0
sc_1af9e6f646bc,ves_a8a078f67a9a,pinst_8ce00ec3847c,decommission,fire,0.595,,24.79,0.505,2026-03-03T00:00:00,1
sc_604775dd75a1,ves_a8a078f67a9a,pinst_dfc8b39525cc,decommission,fire,0.258,,368.75,0.1,2026-02-28T00:00:00,0
sc_9540c2fe7721,ves_a8a078f67a9a,pinst_613d128a4dc1,decommission,fire,0.587,,108.36,0.2,2026-03-26T00:00:00,1
sc_83cd98d6049f,ves_a8a078f67a9a,pinst_35c996e288f2,decommission,fire,0.01,failure_localization_penalty,274.99,0.399,2026-03-04T00:00:00,0
sc_39502dace782,ves_a8a078f67a9a,pinst_dc25a9f39060,decommission,fire,0.01,failure_localization_penalty,1.43,0.411,2026-02-22T00:00:00,0
sc_cb7c4abd81fa,ves_a8a078f67a9a,pinst_9f6c644ce97c,decommission,fire,0.703,,33.21,0.686,2026-02-21T00:00:00,1
sc_b594f0198260,ves_a8a078f67a9a,pinst_cfba4fe3acd1,decommission,fire,0.595,,31.29,0.502,2026-01-06T00:00:00,1
sc_fe8bd5917944,ves_a8a078f67a9a,pinst_f33205ac19f4,decommission,fire,0.384,,48.58,0.475,2026-01-24T00:00:00,0
sc_c9bf21830bcd,ves_a8a078f67a9a,pinst_379f180997ba,decommission,fire,0.24,,12.95,0.518,2026-01-03T00:00:00,0
sc_b3e2b47c2ddb,ves_a8a078f67a9a,pinst_935f1429efaf,decommission,fire,0.662,,193.41,0.35,2026-03-09T00:00:00,1
sc_dd902588c32f,ves_a8d6745c5f86,pinst_2c784563dcd8,decommission,collision,0.228,,25.06,0.611,2026-03-27T00:00:00,0
sc_0b663fd9c3d8,ves_a8d6745c5f86,pinst_d733899fdeb1,decommission,collision,0.145,,21.64,0.466,2026-02-25T00:00:00,0
sc_d5a3bbd1c6de,ves_a8d6745c5f86,pinst_9e79f4610c27,decommission,collision,0.55,,83.28,0.486,2026-02-16T00:00:00,1
sc_1c32c3075383,ves_a8d6745c5f86,pinst_471a483628f2,decommission,collision,0.534,,68.28,0.514,2026-01-21T00:00:00,1
sc_ce45a881e5c7,ves_a8d6745c5f86,pinst_463818753f36,decommission,collision,0.527,,34.34,0.454,2026-01-23T00:00:00,1
sc_5d414d3b9558,ves_a8d6745c5f86,pinst_bb27a3adaa23,decommission,collision,0.584,,14.14,0.45,2026-01-15T00:00:00,1
sc_7ca584c7ed88,ves_a8d6745c5f86,pinst_83e3a62c0320,decommission,collision,0.425,,102.95,0.37,2026-02-25T00:00:00,0
sc_3c7e87a90bbd,ves_a8d6745c5f86,pinst_2c0622d94380,decommission,collision,0.355,,22.81,0.366,2026-03-03T00:00:00,0
sc_4de9f818bcbc,ves_a8d6745c5f86,pinst_872595bd683d,decommission,collision,0.01,failure_localization_penalty,95.65,0.361,2026-03-20T00:00:00,0
sc_3f78a6f02328,ves_a8d6745c5f86,pinst_5af40aa35cde,decommission,collision,0.593,,46.83,0.511,2026-02-22T00:00:00,1
sc_c1c220b5a1a5,ves_a8d6745c5f86,pinst_2af08f1c226b,decommission,collision,0.39,,17.93,0.505,2026-03-01T00:00:00,0
sc_765ad82bb7df,ves_a8d6745c5f86,pinst_d1b641dd5d02,decommission,collision,0.399,,496.52,0.1,2026-01-14T00:00:00,0
sc_77bd4cca3119,ves_a8d6745c5f86,pinst_d21f872a3fc7,decommission,collision,0.612,,112.1,0.2,2026-01-23T00:00:00,1
sc_c708342bbc82,ves_a8d6745c5f86,pinst_dd44d4f248ef,decommission,collision,0.113,poor_condition,454.83,0.399,2026-02-25T00:00:00,0
sc_ee4c78dfcb37,ves_a8d6745c5f86,pinst_1b8e491e4dcc,decommission,collision,0.499,,10.9,0.511,2026-02-28T00:00:00,1
sc_ea6e3734fc12,ves_a8d6745c5f86,pinst_b047e8e3b382,decommission,collision,0.6,,22.33,0.536,2026-02-06T00:00:00,1
sc_945fd7555341,ves_a8d6745c5f86,pinst_d5673381283e,decommission,collision,0.784,,51.36,0.652,2026-03-26T00:00:00,1
sc_65bcf85a1f73,ves_a8d6745c5f86,pinst_2dd7910a52b9,decommission,collision,0.475,,56.83,0.475,2026-01-15T00:00:00,1
sc_5ed0b9f3f2a7,ves_a8d6745c5f86,pinst_12ab9a2c672b,decommission,collision,0.575,,24.12,0.518,2026-02-06T00:00:00,1
sc_7ac4fdb97b76,ves_a8d6745c5f86,pinst_7d029ba3ce54,decommission,collision,0.285,,103.31,0.35,2026-03-03T00:00:00,0
sc_84196be2a8b1,ves_a8d6745c5f86,pinst_b163f0bf0aba,decommission,collision,0.01,failure_localization_penalty,2.66,0.2,2026-01-19T00:00:00,0
sc_9b92ede9b524,ves_a993241d30f1,pinst_18b68559ba3b,decommission,other,0.561,,47.21,0.611,2026-03-28T00:00:00,1
sc_c12588fc13c4,ves_a993241d30f1,pinst_f2efb589d11d,decommission,other,0.629,,74.9,0.616,2026-01-27T00:00:00,1
sc_993db35f68e5,ves_a993241d30f1,pinst_59c3cb2cd102,decommission,other,0.614,,90.94,0.486,2026-01-01T00:00:00,1
sc_5e169d160d17,ves_a993241d30f1,pinst_e732c061dc32,decommission,other,0.818,,126.45,0.664,2026-01-13T00:00:00,1
sc_da4a40f06e06,ves_a993241d30f1,pinst_5214d04d74e4,decommission,other,0.935,,84.84,0.604,2026-02-16T00:00:00,1
sc_dce80ca7e03d,ves_a993241d30f1,pinst_1b5dde7b29f5,decommission,other,0.492,,12.36,0.45,2026-02-28T00:00:00,1
sc_cbd8d768af6a,ves_a993241d30f1,pinst_8509890b70d9,decommission,other,0.669,,272.36,0.47,2026-01-21T00:00:00,1
sc_f06b6a4c7962,ves_a993241d30f1,pinst_4d39aa2836c8,decommission,other,0.665,,89.6,0.35,2026-03-13T00:00:00,1
sc_55f7ffe7c5f6,ves_a993241d30f1,pinst_d7d501125d5f,decommission,other,0.803,,82.93,0.62,2026-01-23T00:00:00,1
sc_f8f3981019a0,ves_a993241d30f1,pinst_09affa962219,decommission,other,0.399,,614.26,0.461,2026-02-15T00:00:00,0
sc_936fcd35432f,ves_a993241d30f1,pinst_32456d741e7b,decommission,other,0.772,,57.03,0.661,2026-02-07T00:00:00,1
sc_0f70f2e8548f,ves_a993241d30f1,pinst_5023d7704105,decommission,other,0.51,,97.02,0.2,2026-03-25T00:00:00,1
sc_b3549b927748,ves_a993241d30f1,pinst_9cfd9f377537,decommission,other,0.637,,454.95,0.499,2026-02-14T00:00:00,1
sc_e8524a5d86e2,ves_a993241d30f1,pinst_b82d5b0c220e,decommission,other,0.231,,86.49,0.549,2026-01-03T00:00:00,0
sc_8562ded3f096,ves_a993241d30f1,pinst_7264038e5872,decommission,other,0.022,failure_localization_penalty,296.1,0.399,2026-01-18T00:00:00,0
sc_02fe454a8858,ves_a993241d30f1,pinst_38d4e525b944,decommission,other,0.204,,5.93,0.511,2026-03-06T00:00:00,0
sc_bcac92e475a7,ves_a993241d30f1,pinst_bda9249c50c1,decommission,other,0.541,,20.57,0.536,2026-02-20T00:00:00,1
sc_c9f82aad24b5,ves_a993241d30f1,pinst_b56096211bea,decommission,other,0.554,,29.56,0.502,2026-01-12T00:00:00,1
sc_f2ac47f20641,ves_a993241d30f1,pinst_337997585b9f,decommission,other,0.515,,60.55,0.475,2026-03-07T00:00:00,1
sc_30f4a3c31379,ves_a993241d30f1,pinst_1e5cc1837f47,decommission,other,0.198,,11.56,0.518,2026-03-15T00:00:00,0
sc_300df1e27cb7,ves_a993241d30f1,pinst_25533dd192fc,decommission,other,0.672,,21.25,0.35,2026-01-13T00:00:00,1
sc_f4332b5df33a,ves_a993241d30f1,pinst_ca104ea7c976,decommission,other,0.363,,59.22,0.2,2026-03-10T00:00:00,0
sc_82003f761b94,ves_aa1352c7e376,pinst_a39755973f56,decommission,other,0.647,,52.91,0.611,2026-02-02T00:00:00,1
sc_7c331f0148d7,ves_aa1352c7e376,pinst_ce202055bcc4,decommission,other,0.434,,42.92,0.466,2026-01-15T00:00:00,0
sc_c9ad792f8ea0,ves_aa1352c7e376,pinst_b20020d0234f,decommission,other,0.01,failure_localization_penalty,10.16,0.386,2026-02-17T00:00:00,0
sc_52a1a251bced,ves_aa1352c7e376,pinst_bf4e5a9182ee,decommission,other,0.252,,40.08,0.514,2026-02-11T00:00:00,0
sc_1b99c12f1975,ves_aa1352c7e376,pinst_3a75b2987a05,decommission,other,0.593,,37.71,0.454,2026-01-03T00:00:00,1
sc_1993a914f14f,ves_aa1352c7e376,pinst_dbb35cdee8f0,decommission,other,0.277,,4.42,0.35,2026-03-04T00:00:00,0
sc_df6313ec3227,ves_aa1352c7e376,pinst_c16034ab7063,decommission,other,0.685,,277.97,0.47,2026-02-02T00:00:00,1
sc_972ec77bb761,ves_aa1352c7e376,pinst_b835b3bcebe7,decommission,other,0.532,,57.27,0.2,2026-03-19T00:00:00,1
sc_90489a2014fd,ves_aa1352c7e376,pinst_419c55a43962,decommission,other,0.704,,56.84,0.47,2026-02-14T00:00:00,1
sc_7e4033c6d5ec,ves_aa1352c7e376,pinst_1c69111eaf92,decommission,other,0.093,poor_condition,146.02,0.361,2026-03-17T00:00:00,0
sc_462a816f983a,ves_aa1352c7e376,pinst_98256bd5488a,decommission,other,0.643,,49.98,0.511,2026-03-14T00:00:00,1
sc_46852e455134,ves_aa1352c7e376,pinst_67fd6a6980bc,decommission,other,0.335,,8.67,0.405,2026-03-26T00:00:00,0
sc_7844182c564a,ves_aa1352c7e376,pinst_aab352f5ba8b,decommission,other,0.314,,418.91,0.1,2026-03-01T00:00:00,0
sc_6db45c0fbafd,ves_aa1352c7e376,pinst_808b4c7dda90,decommission,other,0.387,,42.48,0.1,2026-03-16T00:00:00,0
sc_be6b07d88a3c,ves_aa1352c7e376,pinst_9c4ef1ab6571,decommission,other,0.39,,936.01,0.399,2026-01-27T00:00:00,0
sc_cb842084677a,ves_aa1352c7e376,pinst_1c4ed5c1d24c,decommission,other,0.649,,13.43,0.511,2026-02-23T00:00:00,1
sc_cc78e9be1f94,ves_aa1352c7e376,pinst_994194ca385e,decommission,other,0.065,poor_condition,44.32,0.1,2026-01-26T00:00:00,0
sc_24dd83592f2c,ves_aa1352c7e376,pinst_dbcc7d843d71,decommission,other,0.763,,27.18,0.536,2026-03-08T00:00:00,1
sc_3f85d4dcd70c,ves_aa1352c7e376,pinst_64f323cc0b58,decommission,other,0.564,,30.01,0.502,2026-02-01T00:00:00,1
sc_7544250d0c4c,ves_aa1352c7e376,pinst_a8ccc89025a6,decommission,other,0.476,,100.78,0.461,2026-01-15T00:00:00,1
sc_45db948ce856,ves_aa1352c7e376,pinst_35ade51a12e7,decommission,other,0.595,,177.42,0.35,2026-03-17T00:00:00,1
sc_782f4cb7f0ff,ves_aa4239536bcf,pinst_be78d0cf2902,decommission,submersion,0.614,,50.69,0.611,2026-02-25T00:00:00,1
sc_3185e08da266,ves_aa4239536bcf,pinst_08f71653b99b,decommission,submersion,0.584,,70.56,0.616,2026-03-22T00:00:00,1
sc_0afebb6ea4fd,ves_aa4239536bcf,pinst_fd90312e4959,decommission,submersion,0.597,,88.98,0.486,2026-02-16T00:00:00,1
sc_1a33127a0ae6,ves_aa4239536bcf,pinst_7adb669c15e7,decommission,submersion,0.617,,76.49,0.514,2026-03-10T00:00:00,1
sc_bfb551dbbf93,ves_aa4239536bcf,pinst_dacfa9ec36d6,decommission,submersion,0.744,,59.4,0.604,2026-01-12T00:00:00,1
sc_e54bd071011f,ves_aa4239536bcf,pinst_d4f63342a6d9,decommission,submersion,0.769,,23.15,0.6,2026-02-28T00:00:00,1
sc_3027304294e6,ves_aa4239536bcf,pinst_abcf7577a39a,decommission,submersion,0.941,,474.73,0.62,2026-01-01T00:00:00,1
sc_86c32d08e50f,ves_aa4239536bcf,pinst_0af42da05589,decommission,submersion,0.923,,138.87,0.35,2026-03-02T00:00:00,1
sc_fa1ef3aeeb53,ves_aa4239536bcf,pinst_f09a0aa9dace,decommission,submersion,0.509,,43.83,0.47,2026-03-23T00:00:00,1
sc_02ca468b9022,ves_aa4239536bcf,pinst_95d2e93fb4c3,decommission,submersion,0.47,,694.59,0.461,2026-01-20T00:00:00,1
sc_a17eb9f9fd71,ves_aa4239536bcf,pinst_c5c91691709b,decommission,submersion,0.342,,30.98,0.511,2026-02-04T00:00:00,0
sc_be8b117b694d,ves_aa4239536bcf,pinst_f2e6fe762da0,decommission,submersion,0.797,,41.2,0.655,2026-01-25T00:00:00,1
sc_9c79b27d652e,ves_aa4239536bcf,pinst_90687320a7bf,decommission,submersion,0.603,,1265.9,0.2,2026-02-27T00:00:00,1
sc_d448a8a52c3b,ves_aa4239536bcf,pinst_ec5bd1dbe6c3,decommission,submersion,0.575,,106.65,0.2,2026-03-26T00:00:00,1
sc_a3624a55bb17,ves_aa4239536bcf,pinst_64b39ad2f8ca,decommission,submersion,0.01,failure_localization_penalty,274.99,0.399,2026-01-09T00:00:00,0
sc_552e154e6144,ves_aa4239536bcf,pinst_419590f64406,decommission,submersion,0.01,failure_localization_penalty,1.43,0.411,2026-01-18T00:00:00,0
sc_5d039ed39653,ves_aa4239536bcf,pinst_2369e56d0951,decommission,submersion,0.023,failure_localization_penalty,66.23,0.2,2026-03-13T00:00:00,0
sc_fa09a8e21742,ves_aa4239536bcf,pinst_de6a0b394f75,decommission,submersion,0.538,,20.47,0.536,2026-02-12T00:00:00,1
sc_8fb6f9f44e03,ves_aa4239536bcf,pinst_f12efde1dff1,decommission,submersion,0.746,,49.26,0.652,2026-03-07T00:00:00,1
sc_6b77910a0cf5,ves_aa4239536bcf,pinst_cacf5f9a9f21,decommission,submersion,0.757,,191.15,0.611,2026-01-04T00:00:00,1
sc_158426214a8e,ves_aa4239536bcf,pinst_2e93cb7149b6,decommission,submersion,0.687,,234.49,0.35,2026-01-02T00:00:00,1
sc_9907d824f13b,ves_aa4239536bcf,pinst_2a6c5ab81a6a,decommission,submersion,0.621,,19.93,0.35,2026-01-11T00:00:00,1
sc_f55f7ab7e6c6,ves_aa4239536bcf,pinst_4dfcff1edc7b,decommission,submersion,0.473,,11.99,0.489,2026-03-25T00:00:00,1
sc_a5bb1f2bad64,ves_aa75370a047c,pinst_13b77f147fc3,decommission,fire,0.069,failure_localization_penalty,11.04,0.461,2026-02-22T00:00:00,0
sc_0b98f50251b3,ves_aa75370a047c,pinst_02650bba5683,decommission,fire,0.01,failure_localization_penalty,11.66,0.466,2026-01-15T00:00:00,0
sc_a99a78a56ff8,ves_aa75370a047c,pinst_b893b436d0c0,decommission,fire,0.01,poor_condition,18.87,0.486,2026-03-18T00:00:00,0
sc_9b2c7ed7bbeb,ves_aa75370a047c,pinst_5f8fdad7d79a,decommission,fire,0.01,poor_condition,15.82,0.514,2026-01-04T00:00:00,0
sc_bc221d0e2e45,ves_aa75370a047c,pinst_d38bda59e203,decommission,fire,0.01,poor_condition,8.05,0.454,2026-02-07T00:00:00,0
sc_e43562887fce,ves_aa75370a047c,pinst_b064b6b636e7,decommission,fire,0.01,poor_condition,3.05,0.45,2026-01-17T00:00:00,0
sc_db5c86123835,ves_aa75370a047c,pinst_6b9ae94e92b6,decommission,fire,0.211,,119.75,0.47,2026-03-15T00:00:00,0
sc_99da75b1bd25,ves_aa75370a047c,pinst_5570a91af893,decommission,fire,0.157,,25.68,0.2,2026-02-16T00:00:00,0
sc_fccedeea6732,ves_aa75370a047c,pinst_5ed77c1c5912,decommission,fire,0.177,,21.71,0.47,2026-02-23T00:00:00,0
sc_7f3ce206a3c6,ves_aa75370a047c,pinst_7ef69634cd36,decommission,fire,0.01,failure_localization_penalty,27.33,0.361,2026-01-23T00:00:00,0
sc_37cb36222fce,ves_aa75370a047c,pinst_444c43b6558d,decommission,fire,0.629,,49.11,0.511,2026-03-20T00:00:00,1
sc_7fa388ae9846,ves_aa75370a047c,pinst_64887803a79c,decommission,fire,0.515,,22.11,0.505,2026-02-28T00:00:00,1
sc_3866ee7f5e9a,ves_aa75370a047c,pinst_154df037d6ee,decommission,fire,0.382,,480.74,0.1,2026-01-20T00:00:00,0
sc_52349dba9e7a,ves_aa75370a047c,pinst_b5e0273930bc,decommission,fire,0.561,,104.58,0.2,2026-03-04T00:00:00,1
sc_4a7c7823af77,ves_aa75370a047c,pinst_2419152c6113,decommission,fire,0.254,,699.78,0.399,2026-03-11T00:00:00,0
sc_4df20d7d52ea,ves_aa75370a047c,pinst_5bda03d00c5b,decommission,fire,0.649,,13.43,0.511,2026-01-06T00:00:00,1
sc_2865215e41a4,ves_aa75370a047c,pinst_512d86d23e26,decommission,fire,0.653,,309.31,0.2,2026-01-13T00:00:00,1
sc_ea35354de72f,ves_aa75370a047c,pinst_4b0e7f3a9086,decommission,fire,0.645,,23.65,0.536,2026-03-27T00:00:00,1
sc_682f77f60111,ves_aa75370a047c,pinst_78264eb83a22,decommission,fire,0.491,,26.92,0.502,2026-02-12T00:00:00,1
sc_4c6c89658763,ves_aa75370a047c,pinst_d25347b29268,decommission,fire,0.423,,92.23,0.461,2026-03-02T00:00:00,0
sc_21cdaba171c5,ves_aa75370a047c,pinst_7d04a66c7cf5,decommission,fire,0.01,failure_localization_penalty,28.87,0.2,2026-01-17T00:00:00,0
sc_32f5509d2646,ves_aa85fca3400d,pinst_e609dd10b386,decommission,submersion,0.223,,24.69,0.611,2026-03-07T00:00:00,0
sc_f418bcfc51dc,ves_aa85fca3400d,pinst_5fab296d5a31,decommission,submersion,0.137,,21.0,0.466,2026-01-24T00:00:00,0
sc_b880a293e3f7,ves_aa85fca3400d,pinst_ee8109fa05fa,decommission,submersion,0.22,,23.66,0.386,2026-02-04T00:00:00,0
sc_6bad6e04ec9f,ves_aa85fca3400d,pinst_dddc6369358b,decommission,submersion,0.582,,72.99,0.514,2026-03-14T00:00:00,1
sc_72c2c99fead1,ves_aa85fca3400d,pinst_04a04333bd15,decommission,submersion,0.698,,43.04,0.454,2026-01-02T00:00:00,1
sc_3b85e8c3b08f,ves_aa85fca3400d,pinst_2a162d44a78f,decommission,submersion,0.502,,12.55,0.45,2026-02-18T00:00:00,1
sc_163dd8423b1c,ves_aa85fca3400d,pinst_82a8043d71e7,decommission,submersion,0.405,,99.31,0.37,2026-01-15T00:00:00,0
sc_fbf332b7afe2,ves_aa85fca3400d,pinst_45a5d63b0584,decommission,submersion,0.443,,26.8,0.1,2026-01-19T00:00:00,0
sc_3bc25fc9d54b,ves_aa85fca3400d,pinst_3636983b098d,decommission,submersion,0.162,,12.32,0.1,2026-01-04T00:00:00,0
sc_177fff570b9f,ves_aa85fca3400d,pinst_a55df3fea73a,decommission,submersion,0.01,failure_localization_penalty,27.33,0.361,2026-02-04T00:00:00,0
sc_c78481e30bab,ves_aa85fca3400d,pinst_caa1ef3cfe2b,decommission,submersion,0.372,,9.35,0.366,2026-01-12T00:00:00,0
sc_d91ba3cab920,ves_aa85fca3400d,pinst_f5dc533bf44b,decommission,submersion,0.249,,8.26,0.369,2026-03-19T00:00:00,0
sc_2ee82e7a8af8,ves_aa85fca3400d,pinst_b346dc05b216,decommission,submersion,0.453,,21.02,0.362,2026-01-20T00:00:00,1
sc_0c69d6f73a2a,ves_aa85fca3400d,pinst_d1233f740bfa,decommission,submersion,0.58,,53.68,0.472,2026-02-12T00:00:00,1
sc_8eba58824c58,ves_aa85fca3400d,pinst_b6e878d84d9b,decommission,submersion,0.613,,112.17,0.2,2026-03-18T00:00:00,1
sc_fa6498d9666b,ves_aa85fca3400d,pinst_8179a0b1e134,decommission,submersion,0.309,,56.18,0.449,2026-02-10T00:00:00,0
sc_cbd931230dde,ves_aa85fca3400d,pinst_30106db2cbb6,decommission,submersion,0.094,poor_condition,120.49,0.399,2026-01-20T00:00:00,0
sc_3d8ffc903379,ves_aa85fca3400d,pinst_44bf24ac4e7f,decommission,submersion,0.501,,10.93,0.511,2026-01-12T00:00:00,1
sc_718c9fff803e,ves_aa85fca3400d,pinst_ad941fa39c0c,decommission,submersion,0.652,,23.86,0.536,2026-01-04T00:00:00,1
sc_add3491a0161,ves_aa85fca3400d,pinst_9248eafd68ce,decommission,submersion,0.348,,11.25,0.402,2026-01-16T00:00:00,0
sc_f3986afe1df9,ves_aa85fca3400d,pinst_9c78988c3c4b,decommission,submersion,0.242,,19.16,0.375,2026-01-22T00:00:00,0
sc_f93011ad6f48,ves_aa85fca3400d,pinst_c2fbf5e35c6b,decommission,submersion,0.254,,7.23,0.418,2026-01-02T00:00:00,0
sc_b757f0e6b1cb,ves_aa85fca3400d,pinst_8931394f3381,decommission,submersion,0.01,failure_localization_penalty,15.54,0.1,2026-02-14T00:00:00,0
sc_76077bda5b78,ves_aa85fca3400d,pinst_4c73c305efb0,decommission,submersion,0.09,failure_localization_penalty,4.01,0.2,2026-01-11T00:00:00,0
sc_9cf3666abbb3,ves_aa85fca3400d,pinst_7b432f4de385,decommission,submersion,0.141,,18.04,0.1,2026-03-19T00:00:00,0
sc_73fcdf5b24e9,ves_aa85fca3400d,pinst_b3117d563010,decommission,submersion,0.683,,16.04,0.489,2026-01-16T00:00:00,1
sc_f838515c5251,ves_aafa13e1252c,pinst_0b668b7fe4f9,decommission,rot,0.514,,51.87,0.611,2026-02-27T00:00:00,1
sc_815106266d19,ves_aafa13e1252c,pinst_1889334ef808,decommission,rot,0.383,,51.22,0.616,2026-03-14T00:00:00,0
sc_fafaa83792d3,ves_aafa13e1252c,pinst_e952a22efd99,decommission,rot,0.633,,93.24,0.486,2026-03-03T00:00:00,1
sc_a9ec69b524ff,ves_aafa13e1252c,pinst_9fcf5859e786,decommission,rot,0.553,,70.13,0.514,2026-01-17T00:00:00,1
sc_81e14ba391e5,ves_aafa13e1252c,pinst_b24f963a74e3,decommission,rot,0.674,,41.86,0.454,2026-02-28T00:00:00,1
sc_db60f3393fcc,ves_aafa13e1252c,pinst_8f7f3b850827,decommission,rot,0.542,,13.33,0.45,2026-03-10T00:00:00,1
sc_3e3d1d58825c,ves_aafa13e1252c,pinst_ef9a92c30a03,decommission,rot,0.699,,282.37,0.47,2026-03-26T00:00:00,1
sc_08f1d25217bc,ves_aafa13e1252c,pinst_7b22b8b4a0f4,decommission,rot,0.667,,68.71,0.466,2026-01-07T00:00:00,1
sc_7d9da692c7a9,ves_aafa13e1252c,pinst_ad4c87b51c20,decommission,rot,0.01,failure_localization_penalty,95.65,0.361,2026-03-16T00:00:00,0
sc_070358d73bfa,ves_aafa13e1252c,pinst_3bcdf7f30bcf,decommission,rot,0.571,,45.47,0.511,2026-02-10T00:00:00,1
sc_ccb2ff099117,ves_aafa13e1252c,pinst_82e079f769f6,decommission,rot,0.558,,23.55,0.505,2026-02-21T00:00:00,1
sc_d533eaa04045,ves_aafa13e1252c,pinst_0cc4bd6ea314,decommission,rot,0.266,,375.69,0.1,2026-03-23T00:00:00,0
sc_c94226494a9d,ves_aafa13e1252c,pinst_748b77f03810,decommission,rot,0.604,,110.83,0.2,2026-03-04T00:00:00,1
sc_011db0fb4fd8,ves_aafa13e1252c,pinst_e38bdeafa79d,decommission,rot,0.455,,1048.4,0.399,2026-02-16T00:00:00,1
sc_749d8b9d8a76,ves_aafa13e1252c,pinst_bba89ea89f13,decommission,rot,0.48,,10.59,0.511,2026-01-19T00:00:00,1
sc_bee2b59d2381,ves_aafa13e1252c,pinst_c08ce104f9ec,decommission,rot,0.487,,10.2,0.436,2026-01-03T00:00:00,1
sc_dfbf11dcf7ba,ves_aafa13e1252c,pinst_38b48f4eead9,decommission,rot,0.619,,32.32,0.502,2026-02-27T00:00:00,1
sc_e1acba69f70d,ves_aafa13e1252c,pinst_7778e6468c96,decommission,rot,0.621,,70.19,0.475,2026-01-24T00:00:00,1
sc_48f588bcc9b0,ves_aafa13e1252c,pinst_074d405344da,decommission,rot,0.601,,24.97,0.518,2026-03-10T00:00:00,1
sc_bee3e7b2aa20,ves_aafa13e1252c,pinst_5ecb195d3035,decommission,rot,0.374,,13.55,0.35,2026-03-26T00:00:00,0
sc_b89a8b62b28c,ves_aafa13e1252c,pinst_ea817a9c1cd2,decommission,rot,0.587,,14.2,0.489,2026-01-14T00:00:00,1
sc_16eac917ac29,ves_ab2bfe0459db,pinst_8efabc1d972a,decommission,other,0.403,,28.05,0.461,2026-03-02T00:00:00,0
sc_63b0d75a6dbb,ves_ab2bfe0459db,pinst_902ec0075663,decommission,other,0.347,,36.49,0.466,2026-03-11T00:00:00,0
sc_31e961cc705e,ves_ab2bfe0459db,pinst_e9dc49496ab4,decommission,other,0.273,,27.08,0.386,2026-02-02T00:00:00,0
