work_order_id,vessel_id,opened_at,closed_at,odometer_engine_hours,primary_subsystem,symptom_codes,diagnosis_codes,repair_codes,severity,labour_hours,labour_rate,parts_cost,total_cost,warranty_claim,downtime_days,outcome_status,root_cause_flag,created_at,repair_decision_label,post_repair_estimated_value
wo_b375cb781880,ves_8f436e8c2d92,2016-04-25T15:00:00,2016-04-29T15:00:00,150,ELECTRICAL,"[""house bank not charging""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,2.73,167.65,286.66,743.51,False,4,fixed,True,2016-04-25T15:00:00,repair,2592.6
wo_7ae4f00043c4,ves_8f436e8c2d92,2026-10-01T13:00:00,2026-10-12T13:00:00,168,AUX,"[""macerator jammed""]","[""PLUMB_PUMP_FAIL""]","[""REPLACE_WATER_PUMP""]",3,1.53,139.81,134.58,348.14,False,11,fixed,True,2026-10-01T13:00:00,repair,2592.6
wo_3c2fbdf1a985,ves_8f436e8c2d92,2018-04-14T15:00:00,2018-04-16T15:00:00,142,FUEL,"[""engine surges under load""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,3.58,151.43,437.43,979.56,False,2,fixed,True,2018-04-14T15:00:00,repair,2592.6
wo_3cbad2dc8ac7,ves_8f436e8c2d92,2022-02-06T08:00:00,2022-02-13T08:00:00,99,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,50.14,132.7,54.62,6708.01,False,7,total_loss,True,2022-02-06T08:00:00,decommission,2275.14
wo_c750570ee145,ves_c5eadcdf4a87,2019-09-18T11:00:00,2019-09-24T11:00:00,2370,STEERING,"[""cylinder seepage""]","[""STEER_LINKAGE_LOOSE""]","[""ADJUST_LINKAGE""]",3,1.49,176.31,0.0,262.12,False,6,partial,True,2019-09-18T11:00:00,repair,6861.5
wo_d48d5b0bf087,ves_c5eadcdf4a87,2019-03-25T14:00:00,2019-04-08T14:00:00,2474,ELECTRICAL,"[""corroded battery terminal""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,30.12,118.19,55.03,3615.44,False,14,fixed,True,2019-03-25T14:00:00,repair,6021.32
wo_44cfda194ce1,ves_c5eadcdf4a87,2016-01-01T16:00:00,2016-01-14T16:00:00,1476,HULL,"[""stress crack at stringer tabbing""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,32.17,187.05,435.32,6936.77,False,13,total_loss,True,2016-01-01T16:00:00,decommission,6861.5
wo_022478f6b406,ves_c5eadcdf4a87,2018-12-19T12:00:00,2018-12-28T12:00:00,3065,STEERING,"[""cylinder seepage""]","[""STEER_CABLE_BIND""]","[""REPLACE_STEERING_CABLE""]",3,7.36,180.92,257.91,1589.45,False,9,fixed,True,2018-12-19T12:00:00,repair,6861.5
wo_1f752d3b85e9,ves_c5eadcdf4a87,2022-10-05T14:00:00,2022-10-13T14:00:00,1867,FUEL,"[""water in separator""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,3.06,218.16,253.52,920.56,False,8,partial,True,2022-10-05T14:00:00,repair,6861.5
wo_cda50edaabcb,ves_c5eadcdf4a87,2025-11-10T16:00:00,2025-11-11T16:00:00,2407,NAV,"[""MFD reboots randomly""]","[""NAV_SENSOR_FAIL""]","[""REPLACE_DEPTH_SENSOR""]",3,4.72,133.71,201.76,833.21,False,1,fixed,True,2025-11-10T16:00:00,repair,6861.5
wo_a97cf367b27a,ves_677181350214,2021-04-07T16:00:00,2021-04-15T16:00:00,611,PROPULSION,"[""lower unit noisy""]","[""PROP_BELLOWS_BREACH""]","[""REPAIR_BELLOWS"", ""REPAIR_GIMBAL""]",3,24.94,136.97,286.62,3702.16,True,8,fixed,True,2021-04-07T16:00:00,repair,71703.9
wo_4432b521b0fa,ves_677181350214,2024-08-01T14:00:00,2024-08-19T14:00:00,379,NAV,"[""VHF transmit weak""]","[""N2K_NETWORK_FAULT""]","[""REPAIR_N2K_BACKBONE""]",3,1.83,137.64,140.07,392.62,False,18,fixed,True,2024-08-01T14:00:00,repair,71703.9
wo_e788edacc3ff,ves_677181350214,2017-10-24T10:00:00,2017-10-24T10:00:00,297,AUX,"[""freshwater pump cycles""]","[""HVAC_RAW_WATER_FLOW""]","[""CLEAN_AC_STRAINER""]",3,2.05,167.37,419.46,763.06,False,0,fixed,True,2017-10-24T10:00:00,repair,71703.9
wo_8177c448375b,ves_677181350214,2026-05-04T13:00:00,2026-05-21T13:00:00,183,HULL,"[""soft deck near helm""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,27.63,185.08,449.99,6103.54,False,17,fixed,True,2026-05-04T13:00:00,repair,71703.9
wo_5a4f8b098718,ves_677181350214,2025-12-05T08:00:00,2025-12-10T08:00:00,520,PROPULSION,"[""drive oil milky""]","[""JET_WEAR_RING_CLEARANCE""]","[""REPLACE_WEAR_RING""]",3,5.77,172.94,168.36,1166.47,False,5,fixed,True,2025-12-05T08:00:00,repair,71703.9
wo_96afc0ddcc64,ves_677181350214,2016-03-03T10:00:00,2016-03-10T10:00:00,333,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_CHAFE_SHORT""]","[""REWIRE_SECTION""]",5,31.73,180.99,57.4,5800.15,True,7,partial,True,2016-03-03T10:00:00,repair,62923.83
wo_5727b75151bb,ves_775be56f85af,2026-11-05T15:00:00,2026-11-29T15:00:00,62,HULL,"[""water intrusion around transom""]","[""HULL_TRANSOM_ROT""]","[""REPAIR_TRANSOM""]",5,187.52,153.16,3167.36,32607.72,False,24,fixed,True,2026-11-05T15:00:00,repair,189250.37
wo_a9aaac901721,ves_775be56f85af,2026-02-24T09:00:00,2026-03-22T09:00:00,28,ENGINE,"[""coolant temp high""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,67.97,178.27,14783.75,27112.29,False,26,fixed,True,2026-02-24T09:00:00,repair,189250.37
wo_ce026b7cca27,ves_775be56f85af,2025-03-14T15:00:00,2025-03-24T15:00:00,90,FUEL,"[""engine surges under load""]","[""FUEL_PUMP_FAIL""]","[""REPLACE_FUEL_PUMP""]",3,3.48,164.57,268.9,840.83,False,10,fixed,True,2025-03-14T15:00:00,repair,215657.4
wo_4ba5cd20b24e,ves_775be56f85af,2025-05-10T08:00:00,2025-06-07T08:00:00,126,ENGINE,"[""coolant temp high""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,80.52,152.89,16022.66,28524.79,False,28,partial,True,2025-05-10T08:00:00,repair,189250.37
wo_2f4be600f35b,ves_dc6db99d50c1,2025-10-04T10:00:00,2025-10-06T10:00:00,1647,NAV,"[""autopilot hunts off course""]","[""N2K_NETWORK_FAULT""]","[""REPAIR_N2K_BACKBONE""]",3,3.3,169.12,137.86,695.74,False,2,fixed,True,2025-10-04T10:00:00,repair,60406.12
wo_2e6037a91cb8,ves_dc6db99d50c1,2017-12-23T12:00:00,2018-01-19T12:00:00,499,HULL,"[""stress crack at stringer tabbing""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,129.73,202.58,120.75,27401.36,False,27,fixed,True,2017-12-23T12:00:00,repair,53009.45
wo_6e83dd031214,ves_dc6db99d50c1,2023-06-18T10:00:00,2023-06-30T10:00:00,1702,ELECTRICAL,"[""bilge alarm false trigger""]","[""ELEC_STRAY_CURRENT""]","[""ELECTRICAL_FAULT_FIND""]",3,2.39,195.99,0.0,468.12,False,12,fixed,True,2023-06-18T10:00:00,repair,60406.12
wo_9489efc9a920,ves_dc6db99d50c1,2017-08-24T11:00:00,2017-09-15T11:00:00,1491,HULL,"[""blistering below waterline""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,130.9,164.96,129.26,22741.78,False,22,fixed,True,2017-08-24T11:00:00,repair,53009.45
wo_5c4eb965f4b2,ves_9c7b45f99279,2014-05-22T10:00:00,2014-06-03T10:00:00,49,ENGINE,"[""overheat alarm""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,70.03,173.87,15866.13,28120.21,False,12,deferred,True,2014-05-22T10:00:00,repair,38549.04
wo_869a61954094,ves_9c7b45f99279,2020-09-25T09:00:00,2020-10-20T09:00:00,80,ENGINE,"[""hard start cold""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,94.08,177.39,16706.16,33601.21,False,25,partial,True,2020-09-25T09:00:00,borderline,38549.04
wo_c2b544d0c766,ves_9c7b45f99279,2015-01-14T16:00:00,2015-01-24T16:00:00,156,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_BATT_FAILURE""]","[""REPLACE_BATTERIES""]",3,2.75,201.4,2872.4,3425.57,False,10,fixed,True,2015-01-14T16:00:00,repair,43927.97
wo_bf3f7ec55381,ves_9c7b45f99279,2017-01-24T16:00:00,2017-01-28T16:00:00,72,ENGINE,"[""coolant temp high""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,39.69,168.26,325.21,7146.45,False,4,fixed,True,2017-01-24T16:00:00,repair,38549.04
wo_87fd3ed76ecd,ves_9c7b45f99279,2025-06-23T09:00:00,2025-06-28T09:00:00,106,AUX,"[""AC raw-water flow low""]","[""PLUMB_PUMP_FAIL""]","[""REPLACE_WATER_PUMP""]",3,2.75,182.1,143.56,644.91,False,5,partial,True,2025-06-23T09:00:00,repair,43927.97
wo_f8e558a83548,ves_9c7b45f99279,2017-05-10T14:00:00,2017-05-24T14:00:00,174,HULL,"[""blistering below waterline""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,36.38,149.6,122.1,6682.84,False,14,fixed,True,2017-05-10T14:00:00,repair,43927.97
wo_063df5abac36,ves_aa143a31d2f0,2020-06-14T08:00:00,2020-06-29T08:00:00,2154,ENGINE,"[""low oil pressure""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,29.74,168.73,199.67,5399.88,False,15,fixed,True,2020-06-14T08:00:00,repair,17311.28
wo_3858a7658040,ves_aa143a31d2f0,2014-06-08T16:00:00,2014-06-16T16:00:00,1702,AUX,"[""macerator jammed""]","[""HVAC_RAW_WATER_FLOW""]","[""CLEAN_AC_STRAINER""]",3,1.34,131.03,420.71,596.66,False,8,deferred,True,2014-06-08T16:00:00,repair,19726.8
wo_8c0884f3f7d6,ves_66a9cdb39314,2025-08-18T09:00:00,2025-08-25T09:00:00,194,STEERING,"[""cylinder seepage""]","[""STEER_LINKAGE_LOOSE""]","[""ADJUST_LINKAGE""]",3,2.24,173.35,0.0,388.27,False,7,fixed,True,2025-08-18T09:00:00,repair,64507.54
wo_b5dbf79305fb,ves_66a9cdb39314,2026-11-04T12:00:00,2026-11-05T12:00:00,265,FUEL,"[""fuel smell in bilge""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.21,156.16,81.71,270.62,False,1,fixed,True,2026-11-04T12:00:00,repair,64507.54
wo_8cdeaf405601,ves_0ce417e06dc8,2026-02-03T14:00:00,2026-02-07T14:00:00,643,FUEL,"[""water in separator""]","[""FUEL_INJECTOR_CLOG""]","[""CLEAN_INJECTORS""]",3,3.7,170.5,779.37,1410.03,True,4,fixed,True,2026-02-03T14:00:00,repair,2798.29
wo_08b5b543ad09,ves_0ce417e06dc8,2025-05-01T09:00:00,2025-05-10T09:00:00,413,PROPULSION,"[""drive oil milky""]","[""PROP_BENT_SHAFT""]","[""REPAIR_SHAFT_ALIGN""]",3,16.6,170.28,1630.31,4457.58,False,9,deferred,True,2025-05-01T09:00:00,repair,2798.29
wo_f5970568a37f,ves_0ce417e06dc8,2014-11-21T16:00:00,2014-11-26T16:00:00,358,PROPULSION,"[""lower unit noisy""]","[""OB_LOWER_UNIT_WATER_INTRUSION""]","[""RESEAL_LOWER_UNIT"", ""REPLACE_GEAR_OIL""]",3,6.57,213.6,87.8,1490.82,False,5,deferred,True,2014-11-21T16:00:00,repair,2798.29
wo_df7d27e3ac6f,ves_3fe055c3fd3c,2022-09-17T14:00:00,2022-10-02T14:00:00,1624,HULL,"[""blistering below waterline""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,37.21,200.08,452.45,9045.62,False,15,deferred,True,2022-09-17T14:00:00,repair,50208.07
wo_8c6fec913b62,ves_7445dd72b070,2024-07-22T10:00:00,2024-08-08T10:00:00,321,ENGINE,"[""coolant temp high""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,69.17,148.03,15203.14,25589.85,False,17,fixed,True,2024-07-22T10:00:00,repair,38030.16
wo_55fcf70169a0,ves_7445dd72b070,2019-12-10T13:00:00,2019-12-10T13:00:00,216,FUEL,"[""water in separator""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,5.7,120.47,233.04,920.0,False,0,partial,True,2019-12-10T13:00:00,repair,43336.7
wo_14f2f611fae5,ves_7445dd72b070,2024-09-04T13:00:00,2024-10-03T13:00:00,83,HULL,"[""through-hull seeping""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,194.74,128.19,2907.41,28523.57,False,29,fixed,True,2024-09-04T13:00:00,repair,38030.16
wo_df863a692baf,ves_7445dd72b070,2018-04-08T11:00:00,2018-05-11T11:00:00,122,HULL,"[""soft deck near helm""]","[""HULL_STRINGER_DELAM""]","[""REPAIR_STRINGERS""]",5,163.39,126.45,2727.54,23936.55,False,33,deferred,True,2018-04-08T11:00:00,repair,38030.16
wo_f4ffd0eb15fb,ves_7445dd72b070,2017-08-08T16:00:00,2017-08-08T16:00:00,289,FUEL,"[""fuel smell in bilge""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,7.4,169.12,256.05,1507.28,False,0,fixed,True,2017-08-08T16:00:00,repair,43336.7
wo_07aa2654f48d,ves_7445dd72b070,2021-06-15T10:00:00,2021-06-26T10:00:00,195,FUEL,"[""fuel smell in bilge""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,7.73,154.57,256.18,1451.6,False,11,fixed,True,2021-06-15T10:00:00,repair,43336.7
wo_2a676e526ec4,ves_b794db39d4b5,2016-02-15T16:00:00,2016-02-18T16:00:00,129,PROPULSION,"[""bellows leak observed""]","[""JET_WEAR_RING_CLEARANCE""]","[""REPLACE_WEAR_RING""]",3,2.8,149.69,159.68,578.83,False,3,fixed,True,2016-02-15T16:00:00,repair,14349.24
wo_fd9ebc703788,ves_b794db39d4b5,2025-04-20T14:00:00,2025-05-07T14:00:00,512,PROPULSION,"[""drive oil milky""]","[""PROP_BELLOWS_BREACH""]","[""REPAIR_BELLOWS"", ""REPAIR_GIMBAL""]",3,23.52,170.81,296.07,4314.22,False,17,fixed,True,2025-04-20T14:00:00,repair,14349.24
wo_abeb203bf5fa,ves_b794db39d4b5,2020-04-25T10:00:00,2020-05-18T10:00:00,325,ENGINE,"[""loss of power at WOT""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,96.69,131.49,8782.93,21548.66,False,23,partial,True,2020-04-25T10:00:00,repair,12592.19
wo_afc3f1eab533,ves_9f7dac19bdf7,2017-11-10T11:00:00,2017-11-10T11:00:00,468,ENGINE,"[""loss of power at WOT""]","[""ENG_OVERHEAT_IMPELLER""]","[""REPLACE_IMPELLER"", ""REPLACE_THERMOSTAT""]",4,8.89,174.91,221.57,1958.42,False,0,fixed,True,2017-11-10T11:00:00,repair,18274.04
wo_38fe5247629e,ves_9f7dac19bdf7,2019-06-24T15:00:00,2019-07-04T15:00:00,569,STEERING,"[""hydraulic fluid low""]","[""STEER_SEAL_FAIL""]","[""REBUILD_CYLINDER""]",5,6.03,162.5,626.3,1606.85,False,10,fixed,True,2019-06-24T15:00:00,repair,16898.58
wo_3751b8b2568f,ves_3e059717aa3f,2019-03-01T11:00:00,2019-03-07T11:00:00,706,STEERING,"[""helm feels spongy""]","[""STEER_AIR_IN_SYSTEM""]","[""BLEED_HYDRAULICS""]",3,1.3,111.44,0.0,145.15,False,6,deferred,True,2019-03-01T11:00:00,repair,14354.22
wo_0b3ae63885a2,ves_3e059717aa3f,2024-03-07T08:00:00,2024-03-14T08:00:00,314,ENGINE,"[""loss of power at WOT""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,8.76,194.27,1365.84,3066.75,False,7,fixed,True,2024-03-07T08:00:00,repair,14354.22
wo_7d587c55d6ca,ves_0ea73d7202de,2024-06-05T08:00:00,2024-06-15T08:00:00,778,ENGINE,"[""overheat alarm""]","[""ENG_SENSOR_FAIL""]","[""REPLACE_SENSOR""]",3,1.44,144.54,100.64,309.27,False,10,fixed,True,2024-06-05T08:00:00,repair,12140.51
wo_d6dc166490e0,ves_0ea73d7202de,2018-08-08T13:00:00,2018-08-14T13:00:00,1263,ELECTRICAL,"[""house bank not charging""]","[""ELEC_CORROSION_TERMINAL""]","[""CLEAN_RETERM_CONNECTORS""]",3,2.09,195.22,0.0,408.14,False,6,fixed,True,2018-08-08T13:00:00,repair,12140.51
wo_a20207338f44,ves_0ea73d7202de,2014-08-06T08:00:00,2014-08-20T08:00:00,283,HULL,"[""stress crack at stringer tabbing""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,21.74,200.39,116.7,4916.87,False,14,fixed,True,2014-08-06T08:00:00,repair,12140.51
wo_6813d6350207,ves_0ea73d7202de,2021-08-18T10:00:00,2021-08-20T10:00:00,337,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_CORROSION_TERMINAL""]","[""CLEAN_RETERM_CONNECTORS""]",3,3.34,178.32,0.0,596.46,False,2,fixed,True,2021-08-18T10:00:00,repair,12140.51
wo_623049be70e1,ves_5ab789d1290c,2026-04-15T09:00:00,2026-05-18T09:00:00,556,HULL,"[""blistering below waterline""]","[""HULL_TRANSOM_ROT""]","[""REPAIR_TRANSOM""]",5,172.31,159.13,111.87,28004.82,False,33,total_loss,True,2026-04-15T09:00:00,decommission,2944.37
wo_bbede5f335db,ves_5ab789d1290c,2025-06-05T10:00:00,2025-06-14T10:00:00,1035,STEERING,"[""cable binds at lock""]","[""STEER_CABLE_BIND""]","[""REPLACE_STEERING_CABLE""]",3,3.68,180.01,248.55,911.67,False,9,deferred,True,2025-06-05T10:00:00,repair,3355.22
wo_690080bd1c29,ves_5ab789d1290c,2016-02-18T11:00:00,2016-02-20T11:00:00,830,PROPULSION,"[""bellows leak observed""]","[""PROP_BELLOWS_BREACH""]","[""REPAIR_BELLOWS"", ""REPAIR_GIMBAL""]",3,24.21,143.64,284.77,3762.56,False,2,total_loss,True,2016-02-18T11:00:00,decommission,3355.22
wo_979443d56107,ves_5ab789d1290c,2019-05-18T14:00:00,2019-05-25T14:00:00,727,ELECTRICAL,"[""intermittent helm power""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,2.83,162.03,290.13,747.92,False,7,fixed,True,2019-05-18T14:00:00,repair,3355.22
wo_f3b78128ec69,ves_6f5a662ffc9a,2021-03-12T12:00:00,2021-03-19T12:00:00,753,AUX,"[""bilge pump inop""]","[""HVAC_RAW_WATER_FLOW""]","[""CLEAN_AC_STRAINER""]",3,1.89,157.9,370.77,669.91,True,7,fixed,True,2021-03-12T12:00:00,repair,1176.0
wo_b636e07987c6,ves_6f5a662ffc9a,2026-06-23T09:00:00,2026-06-30T09:00:00,1515,HULL,"[""soft deck near helm""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,52.5,202.96,122.98,11178.55,False,7,partial,True,2026-06-23T09:00:00,repair,1176.0
wo_9a25a3711e86,ves_6f5a662ffc9a,2022-04-19T12:00:00,2022-04-28T12:00:00,1990,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,2.41,219.66,274.55,803.04,False,9,deferred,True,2022-04-19T12:00:00,borderline,1176.0
wo_760438d84517,ves_23cb6e6b441b,2026-11-24T14:00:00,2026-12-03T14:00:00,0,ENGINE,"[""hard start cold""]","[""ENG_OVERHEAT_IMPELLER""]","[""REPLACE_IMPELLER"", ""REPLACE_THERMOSTAT""]",4,7.77,179.14,221.1,1741.7,False,9,fixed,True,2026-11-24T14:00:00,repair,38146.67
wo_2d05698967ba,ves_23cb6e6b441b,2026-08-13T16:00:00,2026-08-27T16:00:00,0,AUX,"[""AC raw-water flow low""]","[""BILGE_PUMP_FAIL""]","[""REPLACE_BILGE_PUMP""]",3,1.74,172.62,51.04,351.53,False,14,deferred,True,2026-08-13T16:00:00,repair,40197.56
wo_283e55ac21f0,ves_23cb6e6b441b,2026-07-17T16:00:00,2026-08-08T16:00:00,0,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,2.37,167.75,270.03,668.38,False,22,fixed,True,2026-07-17T16:00:00,repair,40197.56
wo_ac8084a32480,ves_eb0fe8659983,2024-11-07T14:00:00,2024-11-29T14:00:00,923,ENGINE,"[""loss of power at WOT""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,82.72,148.82,9010.42,21538.13,False,22,total_loss,True,2024-11-07T14:00:00,decommission,4361.81
wo_12eeeae5d966,ves_eb0fe8659983,2020-09-16T11:00:00,2020-09-20T11:00:00,2174,ELECTRICAL,"[""shore power breaker trips""]","[""ELEC_ALT_FAIL""]","[""REPLACE_ALTERNATOR""]",3,2.7,144.91,264.93,656.56,False,4,fixed,True,2020-09-16T11:00:00,repair,4970.43
wo_01f0ff80de30,ves_eb0fe8659983,2025-05-19T16:00:00,2025-06-06T16:00:00,1817,ENGINE,"[""hard start cold""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,48.59,143.59,9271.74,16479.12,True,18,deferred,True,2025-05-19T16:00:00,repair,4361.81
wo_126c7cdcb78e,ves_eb0fe8659983,2014-09-20T10:00:00,2014-09-21T10:00:00,1580,ENGINE,"[""loss of power at WOT""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,10.89,179.55,1379.19,3334.43,True,1,deferred,True,2014-09-20T10:00:00,borderline,4970.43
wo_3f872b349525,ves_01c77c75e221,2025-01-03T16:00:00,2025-01-16T16:00:00,266,FUEL,"[""poor idle""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.93,163.86,91.05,406.89,False,13,fixed,True,2025-01-03T16:00:00,repair,10833.58
wo_b107dd6da259,ves_01c77c75e221,2024-03-19T11:00:00,2024-03-29T11:00:00,274,ELECTRICAL,"[""corroded battery terminal""]","[""ELEC_STRAY_CURRENT""]","[""ELECTRICAL_FAULT_FIND""]",3,11.36,200.48,0.0,2277.3,False,10,fixed,True,2024-03-19T11:00:00,repair,10833.58
wo_33e08a661c3a,ves_01c77c75e221,2015-09-12T11:00:00,2015-09-14T11:00:00,328,ENGINE,"[""loss of power at WOT""]","[""ENG_OVERHEAT_IMPELLER""]","[""REPLACE_IMPELLER"", ""REPLACE_THERMOSTAT""]",4,5.31,181.43,214.19,1355.23,False,2,fixed,True,2015-09-12T11:00:00,repair,10280.84
wo_708e7c0df19f,ves_00c67ce40e4f,2024-05-08T10:00:00,2024-05-12T10:00:00,1954,PROPULSION,"[""bellows leak observed""]","[""PROP_CUTLASS_WEAR""]","[""REPLACE_CUTLASS_BRG""]",3,5.53,106.76,137.82,728.25,False,4,fixed,True,2024-05-08T10:00:00,repair,6836.55
wo_be1ce279aeef,ves_00c67ce40e4f,2015-05-16T13:00:00,2015-05-31T13:00:00,1984,ENGINE,"[""loss of power at WOT""]","[""ENG_LOW_COMPRESSION""]","[""REPOWER_ENGINE""]",5,67.9,166.79,9824.84,21330.41,False,15,total_loss,True,2015-05-16T13:00:00,decommission,5999.42
wo_310fd99a5d0e,ves_00c67ce40e4f,2018-05-05T15:00:00,2018-05-15T15:00:00,1626,NAV,"[""VHF transmit weak""]","[""AUTO_SENSOR_DRIFT""]","[""CALIBRATE_AUTOPILOT""]",3,2.65,132.94,819.23,1171.73,False,10,fixed,True,2018-05-05T15:00:00,repair,6836.55
wo_9388c5f9f01b,ves_00c67ce40e4f,2026-12-01T15:00:00,2026-12-10T15:00:00,688,FUEL,"[""won\u2019t stay primed""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.24,177.49,90.2,311.07,False,9,fixed,True,2026-12-01T15:00:00,repair,6836.55
wo_bf7df7d00969,ves_00c67ce40e4f,2026-10-22T11:00:00,2026-10-22T11:00:00,1930,ENGINE,"[""overheat alarm""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,11.85,148.52,1360.38,3120.56,False,0,fixed,True,2026-10-22T11:00:00,repair,6836.55
wo_69aff3b04565,ves_72190f8e5523,2020-02-08T13:00:00,2020-02-25T13:00:00,235,HULL,"[""soft deck near helm""]","[""HULL_DECK_CORE_ROT""]","[""REPAIR_DECK_CORE""]",3,81.37,177.39,116.42,15683.14,False,17,fixed,True,2020-02-08T13:00:00,repair,131131.56
wo_20ab126a72e4,ves_72190f8e5523,2025-11-19T14:00:00,2025-11-27T14:00:00,376,FUEL,"[""won\u2019t stay primed""]","[""FUEL_LINE_CRACK""]","[""REPLACE_FUEL_LINES""]",3,7.92,217.71,127.63,1851.6,False,8,fixed,True,2025-11-19T14:00:00,repair,131131.56
wo_a55248bf1e9d,ves_72190f8e5523,2022-05-18T13:00:00,2022-05-23T13:00:00,519,FUEL,"[""won\u2019t stay primed""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.1,187.35,81.62,287.44,False,5,fixed,True,2022-05-18T13:00:00,repair,131131.56
wo_05efd09401ea,ves_72190f8e5523,2022-08-17T09:00:00,2022-08-19T09:00:00,289,AUX,"[""AC raw-water flow low""]","[""PLUMB_PUMP_FAIL""]","[""REPLACE_WATER_PUMP""]",3,2.1,185.08,138.89,527.43,False,2,fixed,True,2022-08-17T09:00:00,repair,131131.56
wo_4b31aca70412,ves_72190f8e5523,2021-06-18T08:00:00,2021-06-28T08:00:00,472,ENGINE,"[""loss of power at WOT""]","[""ENG_HEAD_GASKET""]","[""REBUILD_TOP_END""]",5,35.35,155.08,351.72,6020.36,False,10,fixed,True,2021-06-18T08:00:00,repair,115074.63
wo_d5ec2ac3a055,ves_9dd2a555612b,2017-12-12T10:00:00,2017-12-14T10:00:00,229,ENGINE,"[""coolant temp high""]","[""EXH_RISER_LEAK_BACKFLOW""]","[""REPLACE_EXHAUST_RISERS""]",3,6.63,90.95,1314.33,1917.72,False,2,fixed,True,2017-12-12T10:00:00,repair,107028.49
wo_d4c7abed4a5f,ves_ab802da53c4a,2026-07-03T12:00:00,2026-07-09T12:00:00,194,STEERING,"[""steering stiff to port""]","[""STEER_LINKAGE_LOOSE""]","[""ADJUST_LINKAGE""]",3,1.09,165.4,0.0,179.96,False,6,fixed,True,2026-07-03T12:00:00,repair,17516.28
wo_e73403f076c8,ves_ab802da53c4a,2025-12-02T08:00:00,2025-12-10T08:00:00,111,AUX,"[""AC raw-water flow low""]","[""BILGE_PUMP_FAIL""]","[""REPLACE_BILGE_PUMP""]",3,1.29,158.91,51.11,255.89,False,8,partial,True,2025-12-02T08:00:00,repair,17516.28
wo_9cbb1f0dc1b0,ves_ab802da53c4a,2022-03-14T12:00:00,2022-03-16T12:00:00,572,FUEL,"[""water in separator""]","[""FUEL_FILTER_CLOG""]","[""REPLACE_FILTER_SEPARATOR""]",3,1.88,144.88,79.77,352.82,False,2,deferred,True,2022-03-14T12:00:00,repair,17516.28
