service_event_id,vessel_id,service_date,service_type,subsystem,engine_hours,cost,performed_by,documentation_quality,created_at
svc_025f20be12c2,ves_faf594349a5f,2004-12-23,oil_change,ENGINE,548,372.45,unknown,3,2004-12-23T00:00:00
svc_c106572570b7,ves_faf594349a5f,2016-09-26,oil_change,ENGINE,344,557.93,yard,3,2016-09-26T00:00:00
svc_973ebf2b4a9b,ves_faf594349a5f,2019-12-24,winterize,AUX,313,264.1,yard,3,2019-12-24T00:00:00
svc_0144caee4eba,ves_faf594349a5f,2023-01-07,spring_commission,AUX,343,612.33,dealer,3,2023-01-07T00:00:00
svc_0cfaf43df37c,ves_faf594349a5f,2020-01-28,oil_change,ENGINE,176,566.42,owner,3,2020-01-28T00:00:00
svc_20e3a60d7cf8,ves_faf594349a5f,2005-11-21,bottom_paint,HULL,180,1005.21,yard,0,2005-11-21T00:00:00
svc_d21412bce940,ves_faf594349a5f,2006-05-04,impeller_change,ENGINE,272,707.78,unknown,2,2006-05-04T00:00:00
svc_e3c7d326a994,ves_57e346e2d943,2007-09-22,impeller_change,ENGINE,4654,472.89,yard,3,2007-09-22T00:00:00
svc_a5c96288b013,ves_57e346e2d943,2019-12-26,oil_change,ENGINE,2501,219.98,yard,2,2019-12-26T00:00:00
svc_e91573e83159,ves_57e346e2d943,2009-02-06,winterize,AUX,5188,1298.75,yard,3,2009-02-06T00:00:00
svc_7da73836055c,ves_7deccb1d003c,2017-01-22,spring_commission,AUX,435,322.27,owner,1,2017-01-22T00:00:00
svc_d050d9bfbebd,ves_7deccb1d003c,2015-04-16,winterize,AUX,95,900.42,owner,3,2015-04-16T00:00:00
svc_e60b857bf644,ves_7deccb1d003c,2022-04-17,oil_change,ENGINE,378,210.78,owner,2,2022-04-17T00:00:00
svc_8059d7d4a6cb,ves_ceeda31dbf35,2025-08-15,impeller_change,ENGINE,219,760.92,yard,1,2025-08-15T00:00:00
svc_17a8821191b3,ves_ceeda31dbf35,2024-10-21,oil_change,ENGINE,126,452.32,yard,1,2024-10-21T00:00:00
svc_4bc4bf4585b4,ves_61b6fbee91f6,2008-07-24,spring_commission,AUX,193,246.57,yard,1,2008-07-24T00:00:00
svc_5c99b87c7353,ves_61b6fbee91f6,2009-12-19,inspection,HULL,359,760.11,owner,3,2009-12-19T00:00:00
svc_962382bf1858,ves_61b6fbee91f6,2025-11-10,bottom_paint,HULL,255,759.8,dealer,0,2025-11-10T00:00:00
svc_cb36da4bca34,ves_61b6fbee91f6,2016-12-20,impeller_change,ENGINE,542,747.24,yard,3,2016-12-20T00:00:00
svc_5d6b3e4d7c47,ves_61b6fbee91f6,2013-02-26,oil_change,ENGINE,158,294.23,owner,2,2013-02-26T00:00:00
svc_fa042f63ab7a,ves_61b6fbee91f6,2005-05-22,oil_change,ENGINE,93,454.14,owner,1,2005-05-22T00:00:00
svc_577cc646d180,ves_61b6fbee91f6,2016-11-21,battery_replace,ELECTRICAL,381,590.44,yard,1,2016-11-21T00:00:00
svc_590757aa2e10,ves_7c39a90be574,2012-03-10,winterize,AUX,892,1750.98,dealer,0,2012-03-10T00:00:00
svc_64895799992f,ves_7c39a90be574,2004-10-03,oil_change,ENGINE,1631,636.35,owner,2,2004-10-03T00:00:00
svc_52ec3fd50a24,ves_7c39a90be574,2008-12-22,bottom_paint,HULL,2046,929.1,unknown,1,2008-12-22T00:00:00
svc_e9f140739590,ves_7c39a90be574,2017-10-18,bottom_paint,HULL,1133,881.4,yard,1,2017-10-18T00:00:00
svc_b902584416dc,ves_7c39a90be574,2025-03-20,winterize,AUX,1610,1600.49,unknown,2,2025-03-20T00:00:00
svc_bf3d9c320fcb,ves_7c39a90be574,2009-02-19,oil_change,ENGINE,1436,649.12,dealer,2,2009-02-19T00:00:00
svc_823fd58c11a3,ves_2147f7f403aa,2023-03-17,impeller_change,ENGINE,93,630.49,dealer,3,2023-03-17T00:00:00
svc_e28f39d6f597,ves_2147f7f403aa,2018-04-08,winterize,AUX,31,456.72,owner,2,2018-04-08T00:00:00
svc_be3a8b6eab5b,ves_2147f7f403aa,2025-07-11,winterize,AUX,177,763.21,yard,3,2025-07-11T00:00:00
svc_249884e4f951,ves_2147f7f403aa,2023-01-19,winterize,AUX,191,1670.6,dealer,2,2023-01-19T00:00:00
svc_dd6ce995d408,ves_5839fca68438,2006-11-15,winterize,AUX,1557,1764.75,unknown,2,2006-11-15T00:00:00
svc_dde5ff7ef815,ves_5839fca68438,2018-07-08,spring_commission,AUX,6854,939.79,dealer,2,2018-07-08T00:00:00
svc_d84d49800a9c,ves_5839fca68438,2023-05-15,oil_change,ENGINE,2316,315.7,yard,1,2023-05-15T00:00:00
svc_9699acd94541,ves_5839fca68438,2004-03-22,spring_commission,AUX,5914,1324.77,yard,0,2004-03-22T00:00:00
svc_5e99d854a244,ves_5839fca68438,2008-06-05,spring_commission,AUX,7160,1088.68,yard,1,2008-06-05T00:00:00
svc_425d3d0795c9,ves_5839fca68438,2005-01-09,battery_replace,ELECTRICAL,7384,838.77,dealer,1,2005-01-09T00:00:00
svc_7bccb8114fc8,ves_5839fca68438,2001-03-07,bottom_paint,HULL,4488,844.86,dealer,2,2001-03-07T00:00:00
svc_2df973ac7431,ves_5839fca68438,2004-11-14,spring_commission,AUX,2345,1431.41,yard,2,2004-11-14T00:00:00
svc_f0dc94c4d452,ves_5839fca68438,2013-10-25,spring_commission,AUX,5998,696.41,dealer,1,2013-10-25T00:00:00
svc_355392632afc,ves_5839fca68438,2018-07-08,bottom_paint,HULL,8018,800.69,yard,1,2018-07-08T00:00:00
svc_dad2b2e085e5,ves_5839fca68438,2023-08-15,inspection,HULL,8693,450.04,dealer,0,2023-08-15T00:00:00
svc_02b0beecc006,ves_5839fca68438,2010-08-10,bottom_paint,HULL,4257,1024.36,unknown,3,2010-08-10T00:00:00
svc_8c0df1d8dcfc,ves_5839fca68438,2012-01-08,bottom_paint,HULL,7624,898.22,dealer,0,2012-01-08T00:00:00
svc_2c88b47ee265,ves_a78c73c01656,2026-08-23,oil_change,ENGINE,0,509.04,yard,1,2026-08-23T00:00:00
svc_57e5d28a0c07,ves_a78c73c01656,2026-03-28,impeller_change,ENGINE,0,382.38,yard,1,2026-03-28T00:00:00
svc_71d9a6c3546e,ves_a78c73c01656,2026-12-14,oil_change,ENGINE,0,216.59,yard,2,2026-12-14T00:00:00
svc_3e6038f2badd,ves_00f77c01076c,2026-12-13,spring_commission,AUX,224,1464.35,dealer,2,2026-12-13T00:00:00
svc_4b7f2b840186,ves_734c857e8220,2014-09-06,spring_commission,AUX,162,695.42,dealer,3,2014-09-06T00:00:00
svc_ceb55d8a4d0a,ves_734c857e8220,2015-12-23,battery_replace,ELECTRICAL,88,1177.49,yard,3,2015-12-23T00:00:00
svc_b4c0e3b44953,ves_734c857e8220,2011-11-18,winterize,AUX,635,291.27,dealer,0,2011-11-18T00:00:00
svc_32d7d6d78333,ves_734c857e8220,2014-03-02,inspection,HULL,378,733.43,owner,2,2014-03-02T00:00:00
svc_54b265b93eb2,ves_734c857e8220,2023-08-16,bottom_paint,HULL,437,1780.64,dealer,3,2023-08-16T00:00:00
svc_24b28355f087,ves_4b418f67df21,2019-08-25,oil_change,ENGINE,297,185.73,dealer,3,2019-08-25T00:00:00
svc_f26dd6a1f754,ves_4b418f67df21,2013-03-01,oil_change,ENGINE,142,601.23,unknown,2,2013-03-01T00:00:00
svc_6078e5ae9e73,ves_8222a19408a0,2021-05-14,impeller_change,ENGINE,846,752.31,yard,3,2021-05-14T00:00:00
svc_699fdfed0ef8,ves_8222a19408a0,2023-03-28,oil_change,ENGINE,2279,522.49,yard,2,2023-03-28T00:00:00
svc_41f3acbaf9dc,ves_8222a19408a0,2022-02-03,oil_change,ENGINE,1351,293.94,yard,3,2022-02-03T00:00:00
svc_c08fff6e3ddb,ves_8222a19408a0,2025-11-15,winterize,AUX,1520,477.94,dealer,3,2025-11-15T00:00:00
svc_3bd0a41d4cc3,ves_8222a19408a0,2025-02-11,oil_change,ENGINE,843,194.34,dealer,2,2025-02-11T00:00:00
svc_d83f9b3f8863,ves_8222a19408a0,2024-04-19,inspection,HULL,3135,670.24,yard,3,2024-04-19T00:00:00
svc_63578eddce7c,ves_1123a93dc009,2009-11-19,spring_commission,AUX,791,489.07,dealer,3,2009-11-19T00:00:00
svc_21c3b4abaaf3,ves_1123a93dc009,2003-02-10,impeller_change,ENGINE,467,681.13,unknown,0,2003-02-10T00:00:00
svc_f58a6c9981b1,ves_1123a93dc009,2001-09-03,inspection,HULL,1215,673.9,owner,2,2001-09-03T00:00:00
svc_db818b19ec93,ves_1123a93dc009,2023-10-04,oil_change,ENGINE,1131,431.14,owner,3,2023-10-04T00:00:00
svc_9ef103ed3a25,ves_1123a93dc009,2015-05-05,oil_change,ENGINE,381,457.88,dealer,2,2015-05-05T00:00:00
svc_4e0f8c81b07e,ves_1123a93dc009,2002-05-15,impeller_change,ENGINE,711,305.46,yard,1,2002-05-15T00:00:00
svc_7aa6ea4566a3,ves_1123a93dc009,2013-12-02,battery_replace,ELECTRICAL,670,1062.47,yard,1,2013-12-02T00:00:00
svc_418d4ed2cd76,ves_1123a93dc009,2002-12-05,spring_commission,AUX,550,713.36,dealer,3,2002-12-05T00:00:00
svc_d24f25c51148,ves_0f55e64c3b26,2020-06-21,bottom_paint,HULL,413,606.71,yard,3,2020-06-21T00:00:00
svc_7f8cdc042df1,ves_0f55e64c3b26,2026-01-03,oil_change,ENGINE,1555,208.38,dealer,2,2026-01-03T00:00:00
svc_60d2a45a25d7,ves_0f55e64c3b26,2005-09-17,impeller_change,ENGINE,1724,575.91,unknown,3,2005-09-17T00:00:00
svc_17155edd2585,ves_a87b739534ad,2025-08-14,bottom_paint,HULL,981,655.0,yard,2,2025-08-14T00:00:00
svc_39b4c00083f8,ves_a87b739534ad,2012-03-19,winterize,AUX,1141,851.18,yard,2,2012-03-19T00:00:00
svc_84df59f3c06f,ves_a87b739534ad,2008-10-07,spring_commission,AUX,1192,1321.11,owner,2,2008-10-07T00:00:00
svc_ce09c7f8f418,ves_a87b739534ad,2010-04-13,impeller_change,ENGINE,611,679.15,unknown,3,2010-04-13T00:00:00
svc_8b544e70005a,ves_a87b739534ad,2000-07-23,oil_change,ENGINE,666,199.91,owner,3,2000-07-23T00:00:00
svc_e90d9bb33b45,ves_a87b739534ad,2007-10-02,oil_change,ENGINE,250,559.33,yard,2,2007-10-02T00:00:00
svc_2638940db3d9,ves_a87b739534ad,2014-07-19,oil_change,ENGINE,718,318.5,owner,3,2014-07-19T00:00:00
svc_5e5a7ba06192,ves_a87b739534ad,2004-07-05,bottom_paint,HULL,911,592.37,dealer,1,2004-07-05T00:00:00
svc_3e0040cf6333,ves_a87b739534ad,2000-07-24,bottom_paint,HULL,661,711.42,dealer,1,2000-07-24T00:00:00
svc_f7b364785d66,ves_62113617c2e7,2025-09-19,impeller_change,ENGINE,621,460.39,owner,0,2025-09-19T00:00:00
svc_7a21a4828f5b,ves_62113617c2e7,2021-04-11,bottom_paint,HULL,521,1318.73,owner,3,2021-04-11T00:00:00
svc_39ffd69e291c,ves_62113617c2e7,2026-10-03,oil_change,ENGINE,417,561.33,dealer,3,2026-10-03T00:00:00
svc_258968c87388,ves_62113617c2e7,2008-09-11,bottom_paint,HULL,446,1076.69,dealer,3,2008-09-11T00:00:00
svc_c3c5e89b4d65,ves_bb01b2ba7011,2024-08-22,spring_commission,AUX,1492,521.89,dealer,3,2024-08-22T00:00:00
svc_5c12482ff97d,ves_bb01b2ba7011,2023-04-01,inspection,HULL,2103,776.78,owner,1,2023-04-01T00:00:00
svc_9bf86de3e6fb,ves_bb01b2ba7011,2007-12-18,oil_change,ENGINE,474,280.49,yard,3,2007-12-18T00:00:00
svc_ca415580635b,ves_13c4e29fd9c8,2022-11-05,inspection,HULL,1095,490.23,yard,3,2022-11-05T00:00:00
svc_bb9380dc44d2,ves_13c4e29fd9c8,2018-04-08,oil_change,ENGINE,987,194.77,yard,3,2018-04-08T00:00:00
svc_a0b25a983601,ves_13c4e29fd9c8,2009-08-27,battery_replace,ELECTRICAL,208,1103.24,unknown,2,2009-08-27T00:00:00
svc_c3f07b80f9d3,ves_13c4e29fd9c8,2017-03-14,spring_commission,AUX,766,606.81,dealer,0,2017-03-14T00:00:00
svc_374672570561,ves_13c4e29fd9c8,2016-06-22,impeller_change,ENGINE,633,406.31,owner,3,2016-06-22T00:00:00
svc_bbb21750c999,ves_13c4e29fd9c8,2018-02-14,impeller_change,ENGINE,1157,659.4,yard,0,2018-02-14T00:00:00
svc_114465924fe0,ves_13c4e29fd9c8,2001-10-14,spring_commission,AUX,640,1474.14,yard,3,2001-10-14T00:00:00
svc_74cac424397f,ves_13c4e29fd9c8,2023-11-27,bottom_paint,HULL,750,676.87,yard,3,2023-11-27T00:00:00
svc_3f3322634f9b,ves_13c4e29fd9c8,2024-06-28,inspection,HULL,256,333.89,yard,3,2024-06-28T00:00:00
svc_8036b9092127,ves_13c4e29fd9c8,2011-07-14,oil_change,ENGINE,1077,221.23,yard,2,2011-07-14T00:00:00
svc_b8037484fbaf,ves_13c4e29fd9c8,2011-12-05,oil_change,ENGINE,506,551.47,owner,2,2011-12-05T00:00:00
svc_d808af5d24cc,ves_4ad1b53769dd,2004-06-18,spring_commission,AUX,1068,1405.3,owner,3,2004-06-18T00:00:00
svc_c9381859d167,ves_4ad1b53769dd,2021-08-08,impeller_change,ENGINE,864,221.19,owner,0,2021-08-08T00:00:00
svc_bb60857b9ec7,ves_4ad1b53769dd,2004-08-22,oil_change,ENGINE,302,325.52,owner,1,2004-08-22T00:00:00
svc_70e833767407,ves_4ad1b53769dd,2026-05-28,spring_commission,AUX,908,1080.43,yard,2,2026-05-28T00:00:00
svc_bed668664481,ves_4ad1b53769dd,2016-09-10,inspection,HULL,301,287.72,yard,1,2016-09-10T00:00:00
svc_b00204309b02,ves_4ad1b53769dd,2011-07-28,winterize,AUX,617,1447.79,owner,1,2011-07-28T00:00:00
svc_d0900ee338d8,ves_4ad1b53769dd,2008-04-27,oil_change,ENGINE,885,247.56,dealer,2,2008-04-27T00:00:00
svc_f3158fefb50d,ves_4ad1b53769dd,2014-01-18,spring_commission,AUX,256,201.97,dealer,2,2014-01-18T00:00:00
svc_a72f99668de6,ves_4ad1b53769dd,2006-10-10,oil_change,ENGINE,377,193.36,dealer,0,2006-10-10T00:00:00
svc_4e29d21c34ac,ves_4ad1b53769dd,2019-12-06,spring_commission,AUX,798,480.37,yard,1,2019-12-06T00:00:00
svc_0ae8972f4313,ves_4ad1b53769dd,2006-08-22,battery_replace,ELECTRICAL,251,931.08,dealer,2,2006-08-22T00:00:00
svc_c83aa82ffa6e,ves_4ad1b53769dd,2000-08-24,impeller_change,ENGINE,200,262.38,dealer,2,2000-08-24T00:00:00
svc_f5785fadd26e,ves_4ad1b53769dd,2005-08-01,spring_commission,AUX,586,667.31,yard,3,2005-08-01T00:00:00
svc_12ee5b0add23,ves_2cb339f5971e,2017-12-06,impeller_change,ENGINE,1159,369.82,owner,0,2017-12-06T00:00:00
svc_b695f1f7c0e0,ves_2cb339f5971e,2009-05-24,oil_change,ENGINE,2217,486.47,owner,3,2009-05-24T00:00:00
svc_e0d9c1a761ed,ves_2cb339f5971e,2000-11-25,winterize,AUX,1172,1387.6,owner,2,2000-11-25T00:00:00
svc_6248c678fd5b,ves_2cb339f5971e,2002-01-15,battery_replace,ELECTRICAL,2440,422.37,dealer,3,2002-01-15T00:00:00
svc_393103f879d5,ves_2cb339f5971e,2006-03-16,winterize,AUX,407,438.27,yard,2,2006-03-16T00:00:00
svc_5fdc51bbb9b7,ves_2cb339f5971e,2025-10-11,inspection,HULL,1073,834.49,yard,1,2025-10-11T00:00:00
svc_fb23f3ba2c0e,ves_2cb339f5971e,2016-07-18,spring_commission,AUX,2031,405.44,unknown,2,2016-07-18T00:00:00
svc_e307a463a5a0,ves_b6cab66da5b8,2008-02-14,oil_change,ENGINE,208,418.1,owner,1,2008-02-14T00:00:00
svc_ae4d3b21c456,ves_b6cab66da5b8,2001-04-18,spring_commission,AUX,74,590.03,yard,3,2001-04-18T00:00:00
svc_90a6e75bf79c,ves_b6cab66da5b8,2014-03-18,oil_change,ENGINE,293,585.17,yard,1,2014-03-18T00:00:00
svc_52372c714fd3,ves_b6cab66da5b8,2024-08-17,inspection,HULL,351,824.49,yard,2,2024-08-17T00:00:00
svc_4a57b6ac4f2e,ves_b6cab66da5b8,2014-02-21,bottom_paint,HULL,403,873.09,yard,2,2014-02-21T00:00:00
svc_2baed747238e,ves_b6cab66da5b8,2024-07-09,impeller_change,ENGINE,123,715.87,dealer,2,2024-07-09T00:00:00
svc_9766efc4700c,ves_b6cab66da5b8,2001-05-26,battery_replace,ELECTRICAL,690,787.72,dealer,2,2001-05-26T00:00:00
svc_9bcf209e3fcd,ves_d33cc9a631b2,2022-05-09,impeller_change,ENGINE,55,706.8,yard,1,2022-05-09T00:00:00
svc_98f87fa0e3f5,ves_d33cc9a631b2,2008-10-04,spring_commission,AUX,62,1204.05,dealer,3,2008-10-04T00:00:00
svc_b11d30bc1878,ves_d33cc9a631b2,2019-10-05,battery_replace,ELECTRICAL,111,870.97,yard,2,2019-10-05T00:00:00
svc_e3b11a3c4a69,ves_d33cc9a631b2,2021-10-02,bottom_paint,HULL,142,818.95,yard,2,2021-10-02T00:00:00
svc_154991570c43,ves_c93605c9b798,2026-02-25,oil_change,ENGINE,612,434.36,owner,3,2026-02-25T00:00:00
svc_dd29f3e69d89,ves_5ca0849ba709,2026-03-04,inspection,HULL,10,442.74,yard,1,2026-03-04T00:00:00
svc_21dca4e262de,ves_1f765ced0d17,2011-12-15,bottom_paint,HULL,5332,550.69,yard,3,2011-12-15T00:00:00
svc_5a0762a2a0ee,ves_1f765ced0d17,2026-04-22,inspection,HULL,2655,788.71,yard,2,2026-04-22T00:00:00
svc_acbf43453bcf,ves_1f765ced0d17,2013-01-15,oil_change,ENGINE,5263,555.01,yard,3,2013-01-15T00:00:00
svc_6224b8631dea,ves_1f765ced0d17,2019-06-07,spring_commission,AUX,3706,920.33,owner,2,2019-06-07T00:00:00
svc_709c9d82f9b9,ves_1f765ced0d17,2018-06-01,spring_commission,AUX,846,648.82,owner,0,2018-06-01T00:00:00
svc_3b61eccb84c7,ves_1f765ced0d17,2018-01-04,impeller_change,ENGINE,6453,351.78,owner,2,2018-01-04T00:00:00
svc_ec51b070b0dc,ves_1f765ced0d17,2009-12-19,impeller_change,ENGINE,5120,684.55,yard,2,2009-12-19T00:00:00
svc_9cb71a19ce9b,ves_1f765ced0d17,2009-04-19,bottom_paint,HULL,1065,571.94,yard,3,2009-04-19T00:00:00
svc_6b2cf404e793,ves_1f765ced0d17,2015-09-21,battery_replace,ELECTRICAL,1154,1311.52,dealer,1,2015-09-21T00:00:00
svc_85e8a32ecfcd,ves_1f765ced0d17,2012-03-17,inspection,HULL,5100,397.93,dealer,3,2012-03-17T00:00:00
svc_6734f42fb0a7,ves_1f765ced0d17,2024-08-25,oil_change,ENGINE,3191,283.27,yard,3,2024-08-25T00:00:00
svc_c187d18955df,ves_6ba26e94e580,2026-09-04,winterize,AUX,1844,653.98,yard,3,2026-09-04T00:00:00
svc_dd1909b8e057,ves_6ba26e94e580,2023-06-22,bottom_paint,HULL,2315,791.87,yard,2,2023-06-22T00:00:00
svc_badc21090c2f,ves_6ba26e94e580,2018-05-08,spring_commission,AUX,1306,963.33,dealer,3,2018-05-08T00:00:00
svc_4e2640fb0a0e,ves_6ba26e94e580,2022-12-21,impeller_change,ENGINE,2132,248.07,dealer,1,2022-12-21T00:00:00
svc_493ef3b8b76b,ves_6ba26e94e580,2013-11-26,oil_change,ENGINE,334,370.6,yard,2,2013-11-26T00:00:00
svc_7aa74a01ea54,ves_ad4c9d34f541,2021-10-04,bottom_paint,HULL,495,585.15,yard,3,2021-10-04T00:00:00
svc_573a07c2e45a,ves_ad4c9d34f541,2017-02-26,oil_change,ENGINE,426,230.98,yard,1,2017-02-26T00:00:00
svc_774098da9d03,ves_ad4c9d34f541,2020-01-11,oil_change,ENGINE,535,198.46,dealer,3,2020-01-11T00:00:00
svc_c99fb44dec3d,ves_ad4c9d34f541,2023-05-19,oil_change,ENGINE,469,590.24,owner,1,2023-05-19T00:00:00
svc_a40baec46b87,ves_3ac34629d88f,2026-01-27,inspection,HULL,66,393.76,yard,3,2026-01-27T00:00:00
svc_db8b84a81aa3,ves_3ac34629d88f,2013-10-02,inspection,HULL,365,384.99,owner,2,2013-10-02T00:00:00
svc_f83ba28539ab,ves_3ac34629d88f,2017-02-17,oil_change,ENGINE,299,389.56,dealer,2,2017-02-17T00:00:00
svc_13cea4324856,ves_3ac34629d88f,2018-11-04,battery_replace,ELECTRICAL,142,853.2,yard,3,2018-11-04T00:00:00
svc_700a9e8cec9a,ves_3ac34629d88f,2016-10-07,winterize,AUX,275,696.31,unknown,0,2016-10-07T00:00:00
svc_b5af2724399b,ves_e23709e59874,2005-02-27,oil_change,ENGINE,78,559.07,dealer,3,2005-02-27T00:00:00
svc_322e59f25c82,ves_e23709e59874,2014-04-26,impeller_change,ENGINE,391,749.97,owner,2,2014-04-26T00:00:00
svc_70ebefc89d06,ves_e23709e59874,2010-08-25,oil_change,ENGINE,568,232.34,yard,2,2010-08-25T00:00:00
svc_18f8fa4a48bb,ves_1f00b73f888b,2013-09-28,winterize,AUX,2879,1655.78,dealer,2,2013-09-28T00:00:00
svc_fbebee0e58b6,ves_1f00b73f888b,2002-10-28,spring_commission,AUX,987,572.59,dealer,3,2002-10-28T00:00:00
svc_ceca13f270ca,ves_1f00b73f888b,2007-10-21,winterize,AUX,2857,1113.09,unknown,3,2007-10-21T00:00:00
svc_c63665f6fdbb,ves_1f00b73f888b,2004-02-19,battery_replace,ELECTRICAL,1489,956.67,dealer,2,2004-02-19T00:00:00
svc_8fe0104b7871,ves_d16d221e6bc1,2019-01-27,oil_change,ENGINE,605,451.43,yard,2,2019-01-27T00:00:00
svc_472c4f92ad49,ves_d16d221e6bc1,2015-07-03,battery_replace,ELECTRICAL,402,1406.92,yard,0,2015-07-03T00:00:00
svc_b3bf93869952,ves_d16d221e6bc1,2024-05-22,spring_commission,AUX,495,304.27,owner,3,2024-05-22T00:00:00
svc_9d3549c2c38d,ves_d16d221e6bc1,2011-04-08,impeller_change,ENGINE,479,276.66,owner,1,2011-04-08T00:00:00
svc_58930e7a03f0,ves_1ca7c0321667,2026-02-15,inspection,HULL,0,590.68,owner,3,2026-02-15T00:00:00
svc_fea6f574bca1,ves_015d28c81504,2008-12-02,oil_change,ENGINE,4570,360.05,yard,3,2008-12-02T00:00:00
svc_a38b99ef2cea,ves_015d28c81504,2020-03-04,winterize,AUX,2231,751.69,dealer,1,2020-03-04T00:00:00
svc_5177e013caeb,ves_015d28c81504,2017-12-07,battery_replace,ELECTRICAL,1169,1074.53,dealer,3,2017-12-07T00:00:00
svc_f1b952d1bfc6,ves_015d28c81504,2022-09-19,oil_change,ENGINE,3295,295.14,owner,2,2022-09-19T00:00:00
svc_fd86d67958b5,ves_7e674ed938ab,2022-12-28,impeller_change,ENGINE,546,455.84,yard,3,2022-12-28T00:00:00
svc_cec7d8211866,ves_7e674ed938ab,2021-08-13,spring_commission,AUX,528,792.53,dealer,0,2021-08-13T00:00:00
svc_e547222dc56e,ves_441d38ebcfac,2026-06-08,battery_replace,ELECTRICAL,65,1412.35,dealer,1,2026-06-08T00:00:00
svc_aea92f431cae,ves_8770cfe8fc2b,2009-11-23,spring_commission,AUX,1148,1148.14,owner,2,2009-11-23T00:00:00
svc_d567c7f17314,ves_8770cfe8fc2b,2024-10-25,impeller_change,ENGINE,747,235.48,owner,2,2024-10-25T00:00:00
svc_70ae7f7c2480,ves_8770cfe8fc2b,2009-10-15,winterize,AUX,771,1541.51,dealer,2,2009-10-15T00:00:00
svc_982efb86dbd1,ves_7279d34867d4,2022-09-18,oil_change,ENGINE,248,400.35,yard,2,2022-09-18T00:00:00
svc_2b7cee47cffa,ves_a5d3fb38fa24,2003-01-01,battery_replace,ELECTRICAL,320,364.64,unknown,2,2003-01-01T00:00:00
svc_ced3f223e592,ves_a5d3fb38fa24,2013-12-06,impeller_change,ENGINE,229,258.63,owner,2,2013-12-06T00:00:00
svc_3d0a86c080b9,ves_a5d3fb38fa24,2009-03-07,battery_replace,ELECTRICAL,529,1314.85,unknown,1,2009-03-07T00:00:00
svc_5a6f21d7b07f,ves_a5d3fb38fa24,2014-11-25,oil_change,ENGINE,237,572.78,yard,3,2014-11-25T00:00:00
svc_ee898eb2a0c2,ves_a5d3fb38fa24,2019-02-05,oil_change,ENGINE,186,330.17,yard,2,2019-02-05T00:00:00
svc_670ef44bdc21,ves_a5d3fb38fa24,2002-03-26,battery_replace,ELECTRICAL,240,264.76,unknown,3,2002-03-26T00:00:00
svc_d1b7b6ff5991,ves_a5d3fb38fa24,2025-07-04,winterize,AUX,534,910.98,owner,2,2025-07-04T00:00:00
svc_3d7b95846c4d,ves_a5d3fb38fa24,2026-11-05,battery_replace,ELECTRICAL,465,668.77,yard,2,2026-11-05T00:00:00
svc_efeae4c59f48,ves_a5d3fb38fa24,2019-03-04,oil_change,ENGINE,532,240.01,dealer,0,2019-03-04T00:00:00
svc_180e95374dfd,ves_a5d3fb38fa24,2019-02-28,inspection,HULL,501,322.53,yard,3,2019-02-28T00:00:00
svc_a306a9f10015,ves_a5d3fb38fa24,2025-08-11,oil_change,ENGINE,346,462.59,yard,2,2025-08-11T00:00:00
svc_032346c9bb42,ves_a5d3fb38fa24,2026-01-19,oil_change,ENGINE,207,517.74,yard,1,2026-01-19T00:00:00
svc_42817cabf45c,ves_7eb922229eb7,2024-01-13,spring_commission,AUX,310,1088.4,yard,3,2024-01-13T00:00:00
svc_3d27ea34b2e0,ves_7eb922229eb7,2025-06-20,oil_change,ENGINE,81,581.72,yard,3,2025-06-20T00:00:00
svc_0229ac75db6d,ves_7eb922229eb7,2026-05-04,impeller_change,ENGINE,37,663.66,yard,3,2026-05-04T00:00:00
svc_34acec163d35,ves_d0aabb64d97c,2017-09-08,bottom_paint,HULL,619,1028.54,dealer,3,2017-09-08T00:00:00
svc_4b402eecaa50,ves_d0aabb64d97c,2018-02-22,battery_replace,ELECTRICAL,1146,1215.44,owner,0,2018-02-22T00:00:00
svc_1841f54b2922,ves_d859c03b78d7,2019-08-01,inspection,HULL,192,510.46,yard,3,2019-08-01T00:00:00
svc_d74bc0693bc0,ves_d859c03b78d7,2022-09-27,winterize,AUX,177,1397.59,yard,3,2022-09-27T00:00:00
svc_833250af43f3,ves_d859c03b78d7,2018-04-07,bottom_paint,HULL,348,1686.14,owner,2,2018-04-07T00:00:00
svc_f7cd4df48dfb,ves_d859c03b78d7,2021-06-28,bottom_paint,HULL,367,1594.77,yard,1,2021-06-28T00:00:00
svc_85b737a861e2,ves_c0643d90aa35,2024-09-17,battery_replace,ELECTRICAL,117,1240.1,dealer,3,2024-09-17T00:00:00
svc_f3490d622fff,ves_1501ce611f99,2021-01-08,oil_change,ENGINE,285,191.99,unknown,3,2021-01-08T00:00:00
svc_628f1373a68c,ves_1501ce611f99,2025-07-16,oil_change,ENGINE,274,483.13,dealer,2,2025-07-16T00:00:00
svc_25598e9fa182,ves_1501ce611f99,2021-04-24,oil_change,ENGINE,125,335.41,yard,0,2021-04-24T00:00:00
svc_a3d1ce0a7f70,ves_1501ce611f99,2021-12-14,winterize,AUX,193,552.53,yard,0,2021-12-14T00:00:00
svc_90c9560e34df,ves_1501ce611f99,2014-02-19,winterize,AUX,95,904.01,yard,2,2014-02-19T00:00:00
svc_2a3f46e543c6,ves_1501ce611f99,2021-09-22,bottom_paint,HULL,300,746.26,yard,2,2021-09-22T00:00:00
