comp_id,comp_source,comp_type,make,model,year_built,loa_ft,propulsion_type,engine_hours,region_market,condition_grade,list_price,sold_price,days_on_market,sale_date,equipment_flags,notes
comp_ec6918d7a135,marketplace,sold,Regal,LS4,1987,18.06,sterndrive,5834,Maritimes,good,6148.78,5901.02,37,2026-12-06,"[""joystick"", ""autopilot""]",
comp_309ebb57d101,marketplace,sold,Chaparral,21 SSI,2023,25.31,sterndrive,0,Maritimes,fair,22719.23,20392.13,29,2024-03-23,[],
comp_4d133fcbd567,marketplace,sold,Regal,26 XO,1972,18.67,outboard,3598,Gulf Coast,good,4021.55,3586.97,53,2023-01-16,"[""trailer"", ""solar"", ""autopilot""]",
comp_fbe87a276c8e,marketplace,listing,Formula,350 CBR,1986,29.12,inboard,2265,Atlantic Coast,fair,30853.46,,38,2026-06-16,"[""radar"", ""joystick"", ""trailer""]",
comp_83e3b57380be,marketplace,listing,Formula,350 CBR,2006,39.78,inboard,649,Atlantic Coast,fair,83565.1,,36,2025-11-09,[],
comp_286bd45ef99a,marketplace,listing,Formula,350 CBR,1998,37.66,sterndrive,2793,Inland Lakes,excellent,103041.3,,12,2024-11-27,"[""joystick""]",
comp_d2bc37ec2271,marketplace,sold,Sea Ray,SPX 190,1980,46.75,inboard,7867,Pacific Coast,fair,44886.89,42968.89,14,2024-08-17,"[""trailer"", ""autopilot""]",
comp_5a396111b598,marketplace,sold,Bayliner,Ciera 8,1999,22.16,sterndrive,694,Atlantic Coast,good,10806.38,9355.69,20,2025-07-22,[],
comp_17b70649c0c6,brokerage,sold,Lund,1875 Pro-V,2023,15.54,inboard,98,Pacific Coast,fair,16542.54,15355.81,93,2024-09-03,"[""AIS"", ""trailer""]",
comp_db2a75a6193f,internal_sales,listing,Regal,26 XO,2024,17.13,sterndrive,128,Great Lakes,good,31635.97,,14,2026-06-19,"[""joystick"", ""AIS""]",
comp_beaf93f072ef,marketplace,sold,Sea Ray,SLX 260,2010,25.04,outboard,744,Great Lakes,good,21329.94,19812.48,15,2026-06-20,"[""trailer"", ""generator"", ""joystick""]",
comp_f0e36852c2b0,marketplace,sold,Harris,Solstice 230,2010,21.72,outboard,507,Maritimes,fair,8727.19,8240.9,113,2024-06-07,"[""solar"", ""AIS"", ""autopilot""]",
comp_b3c24a866b5a,marketplace,sold,Chaparral,21 SSI,1980,24.58,sterndrive,959,Inland Lakes,very_good,8537.71,7467.13,191,2025-05-20,"[""joystick""]",
comp_1cf4bedc1279,marketplace,listing,Sun Tracker,Bass Buggy 18 DLX,1975,13.74,outboard,3035,Pacific Coast,very_good,2430.8,,108,2023-07-20,[],
comp_8a3f0aebecbf,internal_sales,sold,Harris,Cruiser 210,1988,22.48,outboard,1357,Gulf Coast,fair,5165.3,4855.5,148,2025-11-26,"[""solar"", ""autopilot"", ""generator""]",
comp_63d5920190f8,internal_sales,sold,Formula,350 CBR,2006,39.78,inboard,887,Atlantic Coast,poor,51933.21,48429.25,53,2023-04-23,"[""autopilot""]",
comp_4cac15aa220a,brokerage,sold,Chaparral,21 SSI,2003,17.47,outboard,2102,Atlantic Coast,fair,8671.24,7355.53,14,2026-06-22,"[""autopilot"", ""AIS"", ""radar""]",
comp_153d9bf5f41c,brokerage,sold,Bayliner,DX2000,1973,22.88,sterndrive,3224,Inland Lakes,fair,4094.34,3826.64,40,2025-04-24,"[""AIS"", ""generator""]",
comp_d59a0e8f9440,marketplace,listing,Tracker,Pro Team 175,2004,21.85,inboard,2796,Inland Lakes,good,13322.4,,28,2026-10-08,"[""autopilot"", ""AIS""]",
comp_ea9bdadcdf6a,brokerage,sold,Regal,28 Express,2009,17.82,outboard,1310,Maritimes,good,13481.26,11962.66,78,2026-03-24,"[""generator""]",
comp_c476ab5b7721,brokerage,sold,Chaparral,280 OSX,1986,15.59,sterndrive,3368,Maritimes,fair,3855.05,3571.44,54,2026-09-16,"[""AIS""]",
comp_90d192842cd0,marketplace,sold,Regal,28 Express,2015,19.26,sterndrive,2101,Inland Lakes,excellent,19074.59,17303.0,37,2023-09-28,[],
comp_d484f66e3b18,internal_sales,sold,Alumacraft Pro,Trophy 195,2004,45.82,jet,9682,Gulf Coast,good,76415.71,74218.49,21,2023-11-10,[],
comp_330c596dfdca,marketplace,sold,Boston Whaler,230 Outrage,2009,17.89,inboard,3118,Great Lakes,good,14178.43,12604.9,30,2023-05-02,"[""joystick""]",
comp_b2b07405003a,internal_sales,sold,Chaparral,23 SSi,2007,24.79,outboard,552,Pacific Coast,very_good,22796.24,20144.75,256,2024-07-09,"[""trailer"", ""solar"", ""joystick""]",
comp_d7ced7d6da66,marketplace,sold,Boston Whaler,280 Vantage,2003,26.0,outboard,1433,Gulf Coast,good,19143.56,16682.96,48,2025-08-23,"[""trailer"", ""solar"", ""joystick""]",
comp_42af6f787a33,marketplace,sold,Harris,Solstice 230,2012,25.48,outboard,2714,Atlantic Coast,excellent,19714.37,17008.79,40,2026-12-01,[],
comp_48803a10b3c4,brokerage,listing,Bayliner,VR5,2018,18.25,outboard,213,Maritimes,good,16906.43,,43,2023-03-04,"[""generator"", ""solar""]",
comp_20a5f9acbfc2,marketplace,sold,Catalina,275 Sport,2015,30.9,inboard,0,Pacific Coast,excellent,93426.83,89897.03,40,2023-12-21,[],
comp_42edc24ce550,brokerage,sold,Chaparral,21 SSI,2025,22.45,outboard,58,Maritimes,good,52361.49,48217.9,25,2023-05-23,"[""autopilot""]",
comp_269ea3d4ac9d,brokerage,sold,Boston Whaler,170 Montauk,1982,24.54,outboard,820,Pacific Coast,very_good,11621.5,11164.58,40,2026-09-06,"[""trailer"", ""autopilot"", ""radar""]",
comp_b6f14103b578,brokerage,sold,Sea Ray,SDX 250,2002,25.22,inboard,718,Inland Lakes,fair,32622.34,30897.17,16,2024-08-12,"[""autopilot"", ""radar""]",
comp_d5e8a93cccb5,marketplace,listing,Catalina,355,2026,27.13,inboard,29,Inland Lakes,very_good,123439.5,,19,2025-01-22,"[""AIS"", ""trailer"", ""joystick""]",
comp_b3b4211968f2,brokerage,sold,Bennington,24 LXSB,1983,18.04,outboard,958,Gulf Coast,excellent,5568.44,5406.34,17,2025-01-01,"[""trailer"", ""autopilot""]",
comp_a08a3accfdc9,brokerage,listing,Beneteau,First 27,1991,15.33,sail_aux,2922,Gulf Coast,good,20489.63,,37,2023-05-19,"[""AIS"", ""autopilot"", ""joystick""]",
comp_6ca5f8baa8f7,internal_sales,sold,Regal,LS4,1989,23.97,sterndrive,2772,Maritimes,poor,5207.16,4593.63,47,2023-08-05,"[""solar"", ""autopilot""]",
comp_b0008e445103,brokerage,sold,Tracker,Targa V-18,2014,16.73,inboard,3899,Atlantic Coast,excellent,14126.98,12819.71,93,2024-01-04,"[""radar""]",
comp_8a9196b6b3ec,marketplace,sold,Lund,1875 Pro-V,2026,15.54,inboard,80,Pacific Coast,fair,27948.14,25759.34,61,2023-05-04,"[""trailer"", ""AIS"", ""autopilot""]",
comp_eb87001e7e8b,internal_sales,sold,Formula,290 BR,1988,36.78,inboard,2429,Pacific Coast,poor,33227.32,30359.57,88,2024-05-08,"[""solar"", ""joystick"", ""AIS""]",
comp_74d4d83a7767,marketplace,sold,Beneteau,Oceanis 41.1,2006,36.23,inboard,0,Atlantic Coast,good,71269.27,61587.44,22,2023-02-27,"[""AIS"", ""trailer""]",
comp_d201ef8dea5a,marketplace,sold,Parker,2820 XLD,2022,15.11,outboard,580,Atlantic Coast,fair,32059.01,30994.99,51,2026-06-15,"[""generator""]",
comp_3f45d49d3307,brokerage,sold,Beneteau,Oceanis 41.1,2001,36.23,inboard,0,Atlantic Coast,fair,53624.05,50399.51,59,2024-09-02,"[""trailer"", ""generator"", ""solar""]",
comp_0da5b132e3fa,marketplace,sold,Bennington,22 SSB,1990,13.54,outboard,1676,Maritimes,fair,2892.31,2431.04,145,2023-09-08,[],
comp_c4798ebea74a,internal_sales,sold,HarborCat,36 Pilot,1994,20.25,inboard,21475,Great Lakes,very_good,21879.81,20956.26,45,2023-09-02,[],
comp_a7d026f7fcbd,marketplace,sold,Harris,Solstice 230,2026,20.91,outboard,63,Inland Lakes,very_good,45129.71,43333.91,128,2025-06-07,"[""radar"", ""trailer"", ""autopilot""]",
comp_8279d0b8ad8d,internal_sales,sold,Bennington,24 LXSB,2019,17.25,outboard,339,Maritimes,very_good,16119.04,14829.84,8,2023-06-24,"[""joystick"", ""autopilot"", ""radar""]",
comp_77642f730cad,internal_sales,sold,Regal,LS4,2014,17.82,outboard,962,Maritimes,good,15825.47,14791.56,38,2026-11-04,[],
comp_f837e090dbc1,brokerage,sold,Carver,C40 Command Bridge,2022,32.28,sterndrive,291,Maritimes,excellent,161175.57,157259.19,17,2025-05-21,"[""joystick""]",
comp_4ebf55725567,internal_sales,sold,Parker,2320 Sport Cabin,1998,29.66,outboard,3530,Maritimes,good,32775.89,31970.03,59,2026-12-12,"[""trailer""]",
comp_4583dea7e606,internal_sales,listing,Tracker,Grizzly 1860,1994,19.15,outboard,1090,Atlantic Coast,fair,7150.93,,147,2024-10-04,"[""solar""]",
comp_163a66393c6f,brokerage,sold,Tiara,44 Coupe,1968,30.27,sterndrive,2743,Great Lakes,good,28131.52,24288.24,34,2026-07-24,"[""AIS""]",
comp_6fdc005025ad,marketplace,sold,Chaparral,23 SSi,2026,23.5,sterndrive,0,Inland Lakes,good,61164.42,59658.73,116,2025-05-26,[],
comp_b560cc9df2da,internal_sales,listing,Chaparral,21 SSI,1969,22.28,outboard,1561,Atlantic Coast,poor,2894.52,,63,2023-08-21,"[""generator""]",
comp_1da692a5f408,marketplace,sold,Catalina,445,2022,40.53,inboard,61,Pacific Coast,very_good,163245.14,158141.34,154,2024-03-04,"[""joystick""]",
comp_c9bb1c309e03,marketplace,sold,Boston Whaler,170 Montauk,2001,22.35,outboard,1812,Pacific Coast,very_good,15855.22,14330.61,34,2023-01-19,[],
comp_da1e41f32bd1,marketplace,listing,Carver,C34 Coupe,2024,31.23,sterndrive,138,Atlantic Coast,good,130876.74,,67,2024-01-15,"[""autopilot"", ""trailer""]",
comp_f766efa63f19,marketplace,sold,Regal,28 Express,1999,23.49,outboard,1027,Gulf Coast,good,14931.04,13245.83,25,2023-11-06,"[""AIS"", ""trailer"", ""generator""]",
comp_4ea376c57c91,marketplace,sold,Bayliner,Element M17,1967,20.55,sterndrive,2996,Inland Lakes,good,4650.76,3980.73,102,2026-11-20,"[""radar"", ""trailer""]",
comp_a1c8c9b8ec4c,marketplace,sold,Chaparral,23 SSi,2012,15.36,sterndrive,4098,Maritimes,good,12350.78,11703.54,62,2026-07-24,[],
comp_8c7e576f085e,brokerage,sold,Alumacraft Pro,Trophy 195,2018,24.04,outboard,4994,Maritimes,poor,30563.35,25786.33,43,2025-12-28,"[""trailer"", ""solar""]",
comp_729a1f08eb6f,marketplace,sold,Hunter,36,2025,26.48,inboard,130,Great Lakes,good,101979.73,85681.79,17,2025-12-06,"[""radar"", ""trailer"", ""joystick""]",
comp_57aff736253c,marketplace,sold,Lund,1875 Pro-V,2020,25.6,inboard,586,Atlantic Coast,very_good,39561.48,37080.34,85,2026-03-28,[],
comp_33c5601c5496,marketplace,listing,Tracker,Grizzly 1860,2022,13.85,outboard,441,Inland Lakes,very_good,17199.52,,13,2026-07-11,"[""radar"", ""trailer"", ""joystick""]",
comp_8c7a5f7fb556,internal_sales,sold,Chaparral,23 SSi,2025,17.64,outboard,55,Maritimes,good,29993.74,26565.37,29,2025-06-07,"[""trailer""]",
comp_d68507353760,marketplace,listing,Lund,1650 Angler,2018,15.61,outboard,2739,Maritimes,fair,12852.82,,14,2025-08-15,[],
comp_c5ee673ce50a,brokerage,sold,Sea Ray,SPX 190,1989,18.35,sterndrive,2133,Great Lakes,fair,6303.97,6027.04,57,2025-10-26,[],
comp_d29356d24902,internal_sales,sold,Formula,350 CBR,2002,33.36,inboard,4497,Pacific Coast,good,63463.78,57659.61,31,2023-06-05,"[""generator"", ""radar"", ""solar""]",
comp_1895182e124a,marketplace,listing,Lund,1650 Angler,2012,26.0,outboard,1313,Great Lakes,good,24397.74,,20,2023-05-01,"[""radar"", ""joystick"", ""autopilot""]",
comp_689363c46f14,marketplace,listing,Sea Ray,SPX 190,1990,18.56,sterndrive,712,Maritimes,very_good,9390.18,,21,2023-05-26,"[""joystick""]",
comp_a802a177243d,marketplace,listing,Beneteau,Oceanis 41.1,1984,34.17,inboard,1433,Gulf Coast,fair,42999.56,,53,2026-07-28,"[""generator""]",
comp_fe207562eb2d,marketplace,sold,Boston Whaler,170 Montauk,2018,28.3,inboard,1191,Inland Lakes,excellent,43802.65,40089.25,150,2026-05-22,"[""AIS""]",
comp_918dd7610dd0,brokerage,listing,Sea-Doo,GTI 130,2012,11.6,jet,974,Maritimes,good,3979.21,,19,2024-11-15,"[""joystick""]",
comp_f789b581b3b3,marketplace,listing,Chaparral,21 SSI,1994,17.8,outboard,1842,Gulf Coast,very_good,8600.24,,28,2023-03-11,[],
comp_79d26568dafd,marketplace,sold,Tracker,Grizzly 1860,2014,25.98,inboard,830,Maritimes,good,22305.55,19742.55,234,2026-08-20,"[""AIS"", ""joystick""]",
comp_c24b4e56176b,internal_sales,sold,Formula,290 BR,2007,34.47,sterndrive,721,Gulf Coast,excellent,107978.97,101172.94,36,2024-09-21,"[""generator"", ""AIS"", ""radar""]",
comp_4032becce58e,brokerage,sold,Harris,Cruiser 210,2020,26.0,outboard,467,Maritimes,very_good,27189.03,24461.89,102,2023-12-22,"[""generator"", ""solar"", ""autopilot""]",
comp_e07740ad238f,brokerage,sold,Sea Ray,Sundancer 320,2006,16.63,outboard,1745,Maritimes,excellent,13209.33,12506.68,36,2026-10-21,[],
comp_449ca2e4de79,internal_sales,listing,Tiara,38 LS,2011,32.34,inboard,2009,Great Lakes,good,98537.02,,25,2023-05-05,"[""joystick"", ""generator""]",
comp_05674636b936,brokerage,sold,Sea Ray,SPX 190,2000,23.08,sterndrive,360,Pacific Coast,good,13280.09,12288.69,61,2025-02-06,"[""AIS"", ""autopilot""]",
comp_c3308feb3f98,brokerage,sold,Tracker,Grizzly 1860,2000,20.17,outboard,2029,Atlantic Coast,good,6571.61,6124.34,36,2023-10-17,"[""joystick""]",
comp_a3d693596dde,marketplace,listing,Sea-Doo,RXT-X 300,2021,11.14,jet,158,Gulf Coast,fair,4923.71,,17,2024-10-24,"[""generator"", ""trailer"", ""autopilot""]",
comp_f14fd5bb330e,marketplace,listing,Chaparral,21 SSI,1996,15.97,outboard,1529,Gulf Coast,fair,5716.5,,46,2023-08-28,"[""autopilot""]",
comp_9eb90bb77fe4,marketplace,listing,Jeanneau,Leader 10.5,2021,30.83,sail_aux,444,Inland Lakes,good,115188.67,,103,2024-04-16,"[""AIS"", ""radar""]",
comp_0353866daaea,brokerage,sold,Harris,Solstice 230,2016,20.67,outboard,737,Pacific Coast,excellent,16929.98,15025.25,23,2026-01-09,"[""solar"", ""generator"", ""AIS""]",
comp_3eb398375e9a,marketplace,sold,HarborCat,26 WB,2018,28.7,inboard,998,Pacific Coast,very_good,76042.54,73920.17,60,2024-09-09,"[""AIS"", ""radar""]",
comp_696886aa3aad,brokerage,sold,Grady-White,257 Fisherman,2018,19.29,outboard,753,Pacific Coast,excellent,22737.59,19923.43,54,2026-11-14,"[""radar"", ""trailer""]",
comp_1a0bc3d38b1f,brokerage,sold,Carver,C40 Command Bridge,1992,30.88,inboard,5108,Gulf Coast,poor,26239.4,22447.09,31,2025-01-03,[],
comp_4ebff315f243,marketplace,sold,Harris,Cruiser 210,2015,18.37,outboard,713,Atlantic Coast,very_good,12664.39,11009.41,16,2023-08-10,"[""joystick"", ""trailer"", ""solar""]",
comp_bb4a03e0bb84,internal_sales,sold,Bayliner,Element M17,2021,16.8,sterndrive,526,Maritimes,fair,13778.77,13045.0,33,2024-12-24,"[""solar"", ""generator""]",
comp_6b640b583f28,marketplace,listing,Regal,28 Express,1973,19.34,outboard,2055,Atlantic Coast,very_good,5530.2,,32,2025-11-28,[],
comp_4aa406047e1a,brokerage,sold,Chaparral,280 OSX,2009,20.94,outboard,1104,Gulf Coast,excellent,19213.35,18427.58,27,2026-04-11,[],
comp_f2ac45de5e67,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,1969,17.32,outboard,952,Gulf Coast,good,2220.11,1948.98,18,2023-04-06,"[""AIS"", ""joystick""]",
comp_1e09284a50b6,internal_sales,sold,Chaparral,21 SSI,2011,32.16,outboard,296,Gulf Coast,fair,22960.38,21757.21,115,2025-04-13,"[""trailer""]",
comp_401ff7da206e,brokerage,listing,Bayliner,VR5,2013,23.17,outboard,536,Atlantic Coast,fair,15905.68,,35,2025-01-15,"[""solar"", ""AIS"", ""radar""]",
comp_66790489175e,marketplace,listing,Grady-White,257 Fisherman,2009,21.18,inboard,711,Inland Lakes,excellent,22014.01,,67,2023-09-03,"[""AIS""]",
comp_b08e3a0350c6,internal_sales,sold,Harris,Cruiser 210,2014,23.12,outboard,230,Pacific Coast,excellent,17818.13,15653.86,22,2024-11-04,"[""joystick""]",
comp_f9e99dacf147,brokerage,sold,Lund,1875 Pro-V,2022,26.0,outboard,973,Atlantic Coast,fair,33137.48,31539.68,18,2025-02-05,"[""trailer"", ""autopilot"", ""AIS""]",
comp_252d291f08c6,marketplace,listing,Sea-Doo,RXT-X 300,2022,11.14,jet,84,Gulf Coast,poor,3836.0,,15,2025-08-21,"[""joystick"", ""solar""]",
comp_8b71711f690b,brokerage,listing,Bayliner,DX2000,1997,20.95,sterndrive,1954,Inland Lakes,excellent,12522.27,,31,2024-01-17,"[""AIS"", ""joystick"", ""generator""]",
comp_de2c1dfde9f1,marketplace,listing,Sun Tracker,Party Barge 22 DLX,2026,23.23,outboard,74,Maritimes,poor,23382.3,,54,2026-07-03,[],
comp_31bc6838d9bd,marketplace,listing,Carver,C34 Coupe,2012,35.13,sterndrive,2036,Maritimes,good,90424.1,,61,2023-07-10,"[""radar"", ""solar"", ""trailer""]",
comp_77f6530540e9,marketplace,sold,Carver,C34 Coupe,2005,33.59,sterndrive,1377,Inland Lakes,very_good,85003.85,78385.86,80,2024-04-07,[],
comp_6c541b5b6014,marketplace,sold,Bayliner,DX2000,2010,24.08,sterndrive,884,Inland Lakes,fair,13749.09,12973.18,71,2025-09-11,"[""AIS"", ""radar""]",
comp_1043c0c6fa58,brokerage,listing,Grady-White,336 Canyon,1974,24.69,outboard,2578,Pacific Coast,good,6538.09,,24,2024-11-14,"[""autopilot""]",
comp_4b3cca8042db,marketplace,listing,Sun Tracker,Party Barge 22 DLX,1978,27.11,outboard,1775,Great Lakes,good,5709.0,,184,2026-04-14,"[""trailer""]",
comp_33baf8fa1b9f,marketplace,listing,Bennington,24 LXSB,2023,23.92,outboard,103,Inland Lakes,good,35114.08,,150,2024-10-22,[],
comp_97634bda2a8a,marketplace,listing,SafeBoat,25 Defender,1985,9.56,outboard,1439,Maritimes,very_good,6613.98,,30,2024-12-12,"[""joystick"", ""autopilot"", ""trailer""]",
comp_4e2ebb2e1453,marketplace,listing,Tracker,Pro Team 175,2012,14.16,inboard,591,Atlantic Coast,fair,8007.03,,17,2023-04-08,"[""generator""]",
comp_eecdc1693553,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,1982,24.68,outboard,707,Atlantic Coast,good,5076.96,4564.07,242,2026-09-04,"[""AIS"", ""solar"", ""generator""]",
comp_fa12044d977a,internal_sales,sold,Grady-White,191 CE,2003,19.85,inboard,979,Gulf Coast,very_good,12755.65,11672.78,33,2025-01-18,"[""solar"", ""joystick"", ""trailer""]",
comp_f6501d4a98d1,internal_sales,listing,Beneteau,Oceanis 41.1,1999,37.86,sail_aux,1303,Maritimes,excellent,81090.64,,66,2024-03-18,"[""joystick"", ""generator"", ""trailer""]",
comp_c07a0c0df666,brokerage,sold,Sea Ray,SLX 260,1992,26.66,inboard,3503,Atlantic Coast,poor,22088.46,21216.62,14,2023-03-17,[],
comp_12d466be7db1,brokerage,sold,Bayliner,Element M17,1998,24.56,outboard,1989,Great Lakes,good,14160.62,11980.78,68,2023-08-10,[],
comp_fc85be1d1329,marketplace,sold,Tracker,Pro Team 175,1974,17.88,outboard,5148,Great Lakes,fair,3507.84,3022.74,47,2026-05-25,[],
comp_3af1f98e468f,internal_sales,sold,Hunter,36,1996,26.08,sail_aux,1515,Inland Lakes,excellent,43321.12,42245.99,27,2025-02-18,"[""solar""]",
comp_e927dc74b8da,marketplace,listing,Alumacraft Pro,205 Bay,1976,27.82,jet,9055,Inland Lakes,very_good,21478.74,,23,2026-12-08,"[""generator"", ""trailer"", ""AIS""]",
comp_a769f3b2d2b8,brokerage,sold,Yamaha WaveRunner,VX Cruiser,2005,11.8,jet,189,Gulf Coast,fair,2123.83,2010.27,139,2025-02-02,"[""AIS""]",
comp_5ed45e9e31e6,marketplace,listing,HarborCat,36 Pilot,2001,44.1,inboard,1696,Pacific Coast,fair,50633.33,,30,2023-01-06,[],
comp_886d0e45c53f,brokerage,sold,Lund,1975 Impact,2016,26.0,inboard,1174,Atlantic Coast,good,27987.92,24965.77,23,2026-02-19,[],
comp_9b2ba22dd274,marketplace,sold,Carver,C34 Coupe,2000,34.37,sterndrive,2511,Maritimes,very_good,72927.64,65087.91,63,2025-02-15,"[""AIS""]",
comp_369e953113e5,internal_sales,sold,Sea Ray,SDX 250,2014,20.62,outboard,1209,Maritimes,fair,16019.92,14968.37,14,2026-05-05,"[""autopilot""]",
comp_c6d22d3a49f1,marketplace,sold,Bayliner,Ciera 8,2020,17.82,sterndrive,339,Inland Lakes,good,19323.94,16366.46,73,2025-02-27,"[""generator""]",
comp_7978c2435984,internal_sales,listing,Carver,C40 Command Bridge,2024,30.99,inboard,378,Gulf Coast,very_good,149153.79,,46,2024-07-19,"[""radar"", ""AIS""]",
comp_179b9cfe51d2,marketplace,sold,Boston Whaler,230 Outrage,2000,14.68,inboard,1964,Great Lakes,good,8647.04,7527.66,64,2023-03-27,"[""autopilot"", ""joystick"", ""AIS""]",
comp_4f1cecbe58d4,internal_sales,listing,Sea Ray,SPX 190,1986,30.67,sterndrive,965,Great Lakes,fair,29075.22,,17,2023-03-08,"[""joystick"", ""AIS"", ""generator""]",
comp_44825f3f08c3,marketplace,sold,Tiara,38 LS,1981,33.56,sterndrive,8268,Pacific Coast,poor,21292.08,19479.75,42,2024-03-19,"[""autopilot""]",
comp_2d1326d97652,internal_sales,listing,Bennington,22 SSB,2013,21.16,outboard,497,Great Lakes,very_good,15592.6,,37,2023-12-24,"[""generator"", ""radar"", ""AIS""]",
comp_68e654609418,brokerage,sold,Yamaha WaveRunner,VX Cruiser,1984,10.64,jet,654,Atlantic Coast,good,1126.43,1098.41,58,2026-01-05,"[""generator"", ""radar"", ""joystick""]",
comp_257ee89d23e8,marketplace,sold,Tiara,38 LS,2009,48.95,inboard,845,Pacific Coast,good,130574.37,117626.12,38,2025-12-05,[],
comp_841eb01e2071,brokerage,sold,Tracker,Targa V-18,2014,15.48,outboard,372,Atlantic Coast,good,11714.11,11084.03,40,2026-03-18,"[""autopilot"", ""joystick""]",
comp_9846b21210c3,marketplace,sold,Yamaha WaveRunner,VX Cruiser,2005,12.31,jet,409,Pacific Coast,fair,2627.03,2243.64,28,2023-07-15,"[""AIS""]",
comp_8ed7c79d1911,internal_sales,sold,Sun Tracker,Bass Buggy 18 DLX,2006,26.0,outboard,379,Inland Lakes,fair,10980.3,10589.06,57,2023-11-21,"[""radar""]",
comp_8305adaa70be,marketplace,sold,Yamaha WaveRunner,FX HO,1979,11.23,jet,770,Inland Lakes,fair,1000.0,872.97,42,2025-10-11,"[""radar"", ""solar"", ""trailer""]",
comp_27c105e97fef,marketplace,sold,Regal,LS4,1979,20.0,sterndrive,3282,Pacific Coast,good,6176.61,5612.95,24,2026-07-24,"[""solar"", ""trailer""]",
comp_93f41d8a4bed,brokerage,sold,Tiara,38 LS,2020,27.8,inboard,655,Maritimes,good,104328.45,97685.98,42,2023-04-08,[],
comp_599463e18b1b,brokerage,sold,Beneteau,Oceanis 41.1,2016,36.77,inboard,281,Inland Lakes,fair,88687.15,74624.79,7,2024-03-13,[],
comp_1693ef2bd3a5,marketplace,sold,Tracker,Pro Team 175,2005,23.3,inboard,213,Pacific Coast,good,15051.33,13609.21,79,2025-02-03,[],
comp_4f14ea57275d,brokerage,listing,Sun Tracker,Bass Buggy 18 DLX,1978,22.94,outboard,2185,Gulf Coast,very_good,5570.77,,41,2024-01-25,[],
comp_8fbd091a5f3b,marketplace,listing,Yamaha WaveRunner,VX Cruiser,2015,10.96,jet,319,Gulf Coast,good,3914.96,,37,2025-11-25,"[""trailer""]",
comp_91ad0599b7df,marketplace,sold,Sea Ray,Sundancer 320,2001,18.03,sterndrive,4087,Great Lakes,excellent,11236.92,9997.3,68,2024-07-08,"[""joystick"", ""generator""]",
comp_0f96f546c67e,brokerage,sold,Harris,Solstice 230,2009,21.72,outboard,535,Maritimes,fair,9473.81,8305.72,25,2026-01-06,"[""AIS""]",
comp_60e2ba67d177,marketplace,sold,Catalina,355,2002,42.5,sail_aux,935,Great Lakes,fair,71066.61,68257.11,19,2023-10-10,"[""solar"", ""autopilot""]",
comp_259454f8b129,brokerage,listing,Hunter,31,2001,32.75,sail_aux,874,Great Lakes,fair,41164.54,,9,2023-03-03,[],
comp_e61815ecb540,brokerage,sold,Sea Ray,SDX 250,1983,17.7,outboard,3500,Gulf Coast,very_good,6454.45,6267.21,43,2023-05-10,[],
comp_7b5c5a1bed3e,marketplace,listing,Regal,28 Express,2007,19.21,sterndrive,454,Inland Lakes,good,15114.7,,26,2023-10-09,[],
comp_5043de8f60d2,marketplace,listing,Parker,2820 XLD,2009,11.87,jet,4180,Pacific Coast,good,12917.2,,26,2024-02-12,"[""solar"", ""autopilot""]",
comp_cc44b0630235,brokerage,sold,Grady-White,191 CE,2008,21.09,outboard,1530,Maritimes,fair,13048.73,11481.71,43,2026-04-19,"[""joystick"", ""radar"", ""AIS""]",
comp_b3bb6b374fdc,marketplace,listing,Chaparral,23 SSi,2007,20.76,sterndrive,3017,Pacific Coast,poor,7358.37,,22,2026-10-03,"[""trailer"", ""AIS"", ""radar""]",
comp_35e11fee0664,marketplace,sold,Chaparral,21 SSI,2012,20.99,outboard,1012,Atlantic Coast,fair,14548.4,12272.66,63,2024-06-21,[],
comp_0e752f5d97dd,brokerage,sold,Formula,290 BR,2025,37.05,sterndrive,91,Atlantic Coast,good,221375.16,186420.52,10,2025-01-01,"[""joystick"", ""generator"", ""AIS""]",
comp_c7a66c68ee22,brokerage,listing,Formula,290 BR,2013,32.8,inboard,699,Atlantic Coast,fair,66759.73,,24,2023-05-05,[],
comp_564000e34f72,marketplace,sold,Catalina,355,2022,31.53,inboard,37,Maritimes,very_good,108285.92,96394.07,31,2023-04-19,[],
comp_280f2fc7ade5,marketplace,sold,Chaparral,21 SSI,2026,22.45,outboard,57,Maritimes,very_good,65475.29,56136.36,20,2023-09-22,"[""solar"", ""joystick"", ""autopilot""]",
comp_be211b97d7b1,marketplace,sold,Harris,Cruiser 210,2026,22.1,outboard,0,Inland Lakes,good,45360.3,42294.83,15,2025-09-06,"[""joystick"", ""generator"", ""solar""]",
comp_72a613f803d7,marketplace,listing,Tracker,Grizzly 1860,1999,19.05,outboard,3254,Inland Lakes,excellent,12632.61,,26,2025-04-16,"[""solar"", ""trailer"", ""joystick""]",
comp_439a250c627b,brokerage,sold,Boston Whaler,230 Outrage,2009,23.68,outboard,804,Maritimes,good,23008.18,20898.13,73,2026-02-04,"[""radar""]",
comp_d4d7a21b8561,marketplace,sold,Bennington,24 LXSB,1980,18.9,outboard,2567,Gulf Coast,very_good,4413.02,3978.48,33,2025-05-11,[],
